时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
09:21.8,0.984794,09:21.8,0.146787,09:21.8,0.211637
09:21.8,0.994587,09:21.8,0.126148,09:21.8,0.0621617
09:21.8,0.897126,09:21.8,0.0462806,09:21.8,-0.0678921
09:21.8,0.464219,09:21.8,-0.05506862,09:21.8,-0.338014
09:21.8,-0.0152886,09:21.8,-0.0830257,09:21.8,-0.53417
09:21.8,-0.441059,09:21.8,-0.0080812,09:21.8,-0.549517
09:21.8,-0.709075,09:21.8,0.0665569,09:21.8,-0.571363
09:21.8,-0.53135,09:21.8,0.124691,09:21.8,-0.486549
09:21.8,-0.0857139,09:21.8,0.190849,09:21.8,-0.189071
09:21.8,0.268911,09:21.8,0.259424,09:21.8,0.0265622
09:21.8,0.762683,09:21.8,0.288085,09:21.8,0.205429
09:21.8,1.15671,09:21.8,0.27964,09:21.8,0.405587
09:21.8,1.08372,09:21.8,0.32773,09:21.8,0.358927
09:21.8,0.88163,09:21.8,0.269027,09:21.8,0.145376
09:21.8,0.411646,09:21.8,0.0924981,09:21.8,-0.119193
09:21.8,-0.136354,09:21.8,-0.107936,09:21.8,-0.465784
09:21.8,-0.376148,09:21.8,-0.204744,09:21.8,-0.6872
09:21.8,-0.66694,09:21.8,-0.235572,09:21.8,-0.665338
09:21.8,-0.880778,09:21.8,-0.254241,09:21.8,-0.532209
09:21.8,-0.569197,09:21.8,-0.164984,09:21.8,-0.319712
09:21.8,-0.180988,09:21.8,-0.0569999,09:21.8,-0.0438356
09:21.8,0.357004,09:21.8,0.0909352,09:21.8,0.14104
09:21.8,0.861547,09:21.8,0.193813,09:21.8,0.29603
09:21.8,0.97809,09:21.8,0.256402,09:21.8,0.392486
09:21.8,1.10353,09:21.8,0.296819,09:21.8,0.264542
09:21.8,0.965489,09:21.8,0.258496,09:21.8,0.0386715
09:21.8,0.396057,09:21.8,0.136297,09:21.8,-0.128933
09:21.8,-0.146425,09:21.8,-0.0257933,09:21.8,-0.34876
09:21.8,-0.64669,09:21.8,-0.11047,09:21.8,-0.452065
09:21.8,-0.793425,09:21.8,-0.120572,09:21.8,-0.338314
09:21.8,-0.61981,09:21.8,-0.0801361,09:21.8,-0.202209
09:21.8,-0.334678,09:21.8,-0.0407481,09:21.8,0.00654697
09:21.8,0.067811,09:21.8,0.0887692,09:21.8,0.252304
09:21.8,0.363604,09:21.8,0.224115,09:21.8,0.376922
09:21.8,0.547341,09:21.8,0.283068,09:21.8,0.446533
09:21.8,0.552971,09:21.8,0.256015,09:21.8,0.440596
09:21.8,0.188228,09:21.8,0.248153,09:21.8,0.307584
09:21.8,-0.276903,09:21.8,0.206954,09:21.8,0.164036
09:21.8,-0.62189,09:21.8,0.0609505,09:21.8,0.0190949
09:21.8,-0.73398,09:21.8,-0.0162184,09:21.8,-0.231184
09:21.8,-0.609165,09:21.8,-0.0743818,09:21.8,-0.334401
09:21.8,-0.207287,09:21.8,-0.192939,09:21.8,-0.276872
09:21.8,0.155047,09:21.8,-0.240616,09:21.8,-0.222046
09:21.8,0.492907,09:21.8,-0.186784,09:21.8,-0.0576377
09:21.8,0.884653,09:21.8,-0.142199,09:21.8,0.214144
09:21.8,1.15616,09:21.8,-0.107796,09:21.8,0.386875
09:21.8,1.18397,09:21.8,0.0169885,09:21.8,0.449967
09:21.8,0.874316,09:21.8,0.0397611,09:21.8,0.448016
09:21.8,0.326722,09:21.8,0.0020802,09:21.8,0.320231
09:21.8,-0.0578117,09:21.8,0.0946128,09:21.8,0.106838
09:21.8,-0.366148,09:21.8,0.177174,09:21.8,-0.146139
09:21.8,-0.648575,09:21.8,0.0761545,09:21.8,-0.391376
09:21.8,-0.736135,09:21.8,-0.0141883,09:21.8,-0.538052
09:21.8,-0.571043,09:21.8,-0.0274622,09:21.8,-0.581727
09:21.8,-0.16,09:21.8,-0.0940979,09:21.8,-0.45221
09:21.8,0.248166,09:21.8,-0.238544,09:21.8,-0.154319
09:21.8,0.618953,09:21.8,-0.164222,09:21.8,0.175681
09:21.8,0.692869,09:21.8,-0.0273609,09:21.8,0.361491
09:21.8,0.630356,09:21.8,-0.0253534,09:21.8,0.470004
09:21.8,0.392792,09:21.8,-0.0548184,09:21.8,0.417236
09:21.8,0.0491774,09:21.8,0.100477,09:21.8,0.205265
09:21.8,-0.298853,09:21.8,0.172539,09:21.8,-0.0140309
09:21.8,-0.782933,09:21.8,0.0910854,09:21.8,-0.245904
09:21.8,-0.973918,09:21.8,0.0645733,09:21.8,-0.412418
09:21.8,-0.777698,09:21.8,0.10058,09:21.8,-0.470581
09:21.8,-0.547363,09:21.8,-0.0713766,09:21.8,-0.409222
09:21.8,-0.0027144,09:21.8,-0.194033,09:21.8,-0.238949
09:21.8,0.516305,09:21.8,-0.12355,09:21.8,-0.0100005
09:21.8,0.54104,09:21.8,-0.115392,09:21.8,0.183576
09:21.8,0.771997,09:21.8,-0.171418,09:21.8,0.298454
09:21.8,0.924176,09:21.8,-0.0773871,09:21.8,0.341966
09:21.8,0.424798,09:21.8,0.041815,09:21.8,0.233938
09:21.8,-0.00161171,09:21.8,-0.0100505,09:21.8,0.0664842
09:21.8,-0.32011,09:21.8,-0.0607693,09:21.8,-0.0979078
09:21.8,-0.633099,09:21.8,0.0294638,09:21.8,-0.22203
09:21.8,-0.476953,09:21.8,0.0430357,09:21.8,-0.277053
09:21.8,-0.325474,09:21.8,0.05355,09:21.8,-0.273472
09:21.8,-0.190624,09:21.8,0.163001,09:21.8,-0.258274
09:21.8,0.154536,09:21.8,0.192248,09:21.8,-0.244321
09:21.8,0.194962,09:21.8,0.0691974,09:21.8,-0.197811
09:21.8,0.082413,09:21.8,0.0336611,09:21.8,-0.16206
09:21.8,0.115077,09:21.8,0.109559,09:21.8,-0.0905669
09:21.8,-0.0328279,09:21.8,0.0765049,09:21.8,-0.0508833
09:21.8,-0.296167,09:21.8,-0.042479,09:21.8,-0.0509036
09:21.8,-0.354898,09:21.8,-0.0528777,09:21.8,-0.00624776
09:21.8,-0.332237,09:21.8,-0.0321972,09:21.8,0.0423992
09:21.8,-0.253834,09:21.8,-0.0484824,09:21.8,0.0838637
09:21.8,-0.0611877,09:21.8,0.0235128,09:21.8,0.12463
09:21.8,0.00323415,09:21.8,0.136496,09:21.8,0.129527
09:21.8,0.00570297,09:21.8,0.213444,09:21.8,-0.00246763
09:21.8,0.0654888,09:21.8,0.223801,09:21.8,-0.105851
09:21.8,0.027293,09:21.8,0.227424,09:21.8,-0.122198
09:21.8,-0.130522,09:21.8,0.197443,09:21.8,-0.186083
09:21.8,-0.319337,09:21.8,0.0926292,09:21.8,-0.233245
09:21.8,-0.277365,09:21.8,0.0251722,09:21.8,-0.158743
09:21.9,-0.0166559,09:21.9,0.019623,09:21.9,-0.0553083
09:21.9,0.189569,09:21.9,0.00625253,09:21.9,0.0219476
09:21.9,0.172199,09:21.9,-0.0583136,09:21.9,0.104982
09:21.9,0.122504,09:21.9,-0.098716,09:21.9,0.117885
09:21.9,0.129917,09:21.9,-0.0538838,09:21.9,0.121025
09:21.9,0.216782,09:21.9,-0.0449812,09:21.9,0.0727665
09:21.9,0.130842,09:21.9,-0.0319529,09:21.9,-0.0151682
09:21.9,-0.18286,09:21.9,0.0187373,09:21.9,-0.0752831
09:21.9,-0.305076,09:21.9,0.128816,09:21.9,-0.114202
09:21.9,-0.450753,09:21.9,0.196865,09:21.9,-0.149341
09:21.9,-0.478623,09:21.9,0.234319,09:21.9,-0.105282
09:21.9,-0.203041,09:21.9,0.30406,09:21.9,0.0754905
09:21.9,0.107709,09:21.9,0.355586,09:21.9,0.185931
09:21.9,0.427135,09:21.9,0.264543,09:21.9,0.223907
09:21.9,0.696559,09:21.9,0.146128,09:21.9,0.273259
09:21.9,0.707085,09:21.9,0.0702035,09:21.9,0.272063
09:21.9,0.489383,09:21.9,-0.0863814,09:21.9,0.201266
09:21.9,0.404515,09:21.9,-0.225179,09:21.9,0.0906491
09:21.9,0.201169,09:21.9,-0.197196,09:21.9,-0.0816882
09:21.9,-0.241283,09:21.9,-0.127846,09:21.9,-0.209773
09:21.9,-0.490429,09:21.9,-0.135219,09:21.9,-0.195576
09:21.9,-0.412015,09:21.9,-0.119677,09:21.9,-0.20214
09:21.9,-0.290971,09:21.9,-0.0193477,09:21.9,-0.172867
09:21.9,-0.0439346,09:21.9,-0.0385165,09:21.9,0.0228167
09:21.9,0.0691628,09:21.9,-0.0486732,09:21.9,0.184139
09:21.9,0.268673,09:21.9,-0.0529933,09:21.9,0.226711
09:21.9,0.755655,09:21.9,-0.053004,09:21.9,0.295085
09:21.9,0.70469,09:21.9,-0.109334,09:21.9,0.263401
09:21.9,0.316844,09:21.9,-0.117636,09:21.9,0.0870931
09:21.9,0.0344288,09:21.9,-0.0955558,09:21.9,0.0240362
09:21.9,-0.230652,09:21.9,-0.13333,09:21.9,-0.0278175
09:21.9,-0.424297,09:21.9,-0.189295,09:21.9,-0.179183
09:21.9,-0.5909,09:21.9,-0.204953,09:21.9,-0.266328
09:21.9,-0.586692,09:21.9,-0.214944,09:21.9,-0.276673
09:21.9,-0.354816,09:21.9,-0.265908,09:21.9,-0.234582
