时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
13:36.4,-0.498835,13:36.4,-0.187089,13:36.4,0.147859
13:36.4,-0.201733,13:36.4,-0.23837,13:36.4,0.0747716
13:36.4,0.197608,13:36.4,-0.273485,13:36.4,-0.0703239
13:36.4,0.361991,13:36.4,-0.27349,13:36.4,-0.224289
13:36.4,0.638734,13:36.4,-0.16651,13:36.4,-0.163788
13:36.4,0.776547,13:36.4,-0.00102878,13:36.4,-0.158302
13:36.4,0.563912,13:36.4,0.117222,13:36.4,-0.175426
13:36.4,0.331066,13:36.4,0.170157,13:36.4,0.00975609
13:36.4,0.0740588,13:36.4,0.18976,13:36.4,0.125101
13:36.4,-0.291871,13:36.4,0.0860763,13:36.4,0.106032
13:36.4,-0.522115,13:36.4,-0.0159991,13:36.4,0.190902
13:36.4,-0.593897,13:36.4,-0.135164,13:36.4,0.16389
13:36.4,-0.448148,13:36.4,-0.29421,13:36.4,0.0242257
13:36.4,-0.333605,13:36.4,-0.425144,13:36.4,0.0474203
13:36.4,-0.238713,13:36.4,-0.381993,13:36.4,-0.0429583
13:36.4,0.0590599,13:36.4,-0.299922,13:36.4,-0.254171
13:36.4,0.22257,13:36.4,-0.263323,13:36.4,-0.198328
13:36.4,0.361034,13:36.4,-0.0764871,13:36.4,-0.103592
13:36.4,0.345696,13:36.4,0.204076,13:36.4,-0.105128
13:36.4,0.240185,13:36.4,0.300088,13:36.4,0.0176418
13:36.4,0.31059,13:36.4,0.254965,13:36.4,0.0722289
13:36.4,0.289897,13:36.4,0.309335,13:36.4,0.0268209
13:36.4,0.0250459,13:36.4,0.252556,13:36.4,0.0865972
13:36.4,-0.313383,13:36.4,-0.0068295,13:36.4,0.0706995
13:36.4,-0.390217,13:36.4,-0.239133,13:36.4,-0.0519133
13:36.4,-0.330248,13:36.4,-0.367554,13:36.4,-0.0688291
13:36.4,-0.330441,13:36.4,-0.506867,13:36.4,-0.107079
13:36.4,-0.293586,13:36.4,-0.620636,13:36.4,-0.111394
13:36.4,-0.0884366,13:36.4,-0.523893,13:36.4,0.0572073
13:36.4,0.0300717,13:36.4,-0.300152,13:36.4,0.131055
13:36.4,0.0673151,13:36.4,-0.0966978,13:36.4,0.151134
13:36.4,0.169721,13:36.4,0.149077,13:36.4,0.311911
13:36.4,0.0081706,13:36.4,0.384729,13:36.4,0.349834
13:36.4,-0.0253296,13:36.4,0.474796,13:36.4,0.250888
13:36.4,-0.0277615,13:36.4,0.434525,13:36.4,0.227581
13:36.4,-0.322433,13:36.4,0.415676,13:36.4,0.117185
13:36.4,-0.134965,13:36.4,0.257583,13:36.4,-0.118591
13:36.4,0.138382,13:36.4,-0.0361443,13:36.4,-0.242653
13:36.4,-0.0374091,13:36.4,-0.243131,13:36.4,-0.356622
13:36.4,0.0173283,13:36.4,-0.301721,13:36.4,-0.490782
13:36.4,0.0330305,13:36.4,-0.388774,13:36.4,-0.428591
13:36.4,0.0264394,13:36.4,-0.372519,13:36.4,-0.325195
13:36.4,0.0669897,13:36.4,-0.200325,13:36.4,-0.239497
13:36.4,-0.214016,13:36.4,-0.0722706,13:36.4,-0.0314927
13:36.4,-0.174302,13:36.4,0.0176644,13:36.4,0.151409
13:36.4,0.0954974,13:36.4,0.127653,13:36.4,0.25053
13:36.4,0.2219,13:36.4,0.173289,13:36.4,0.341328
