时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
12:51.1,-0.383557,12:51.1,0.488503,12:51.1,-0.173033
12:51.1,-0.058589,12:51.1,0.458568,12:51.1,-0.144366
12:51.1,0.019654,12:51.1,0.288335,12:51.1,-0.0819075
12:51.1,0.061177,12:51.1,0.0845742,12:51.1,0.107826
12:51.1,0.241382,12:51.1,-0.133979,12:51.1,0.196646
12:51.1,0.327811,12:51.1,-0.411079,12:51.1,0.259428
12:51.1,0.176538,12:51.1,-0.502034,12:51.1,0.380421
12:51.1,0.140977,12:51.1,-0.33487,12:51.1,0.330771
12:51.1,-0.0662422,12:51.1,-0.241817,12:51.1,0.243362
12:51.1,-0.208246,12:51.1,-0.246332,12:51.1,0.215003
12:51.1,-0.131723,12:51.1,-0.0514233,12:51.1,0.071038
12:51.1,-0.26859,12:51.1,0.209984,12:51.1,-0.0619173
12:51.1,-0.195608,12:51.1,0.227362,12:51.1,-0.0503564
12:51.1,-0.134052,12:51.1,0.246785,12:51.1,-0.0294721
12:51.1,-0.296504,12:51.1,0.397726,12:51.1,0.0254548
12:51.1,-0.0437009,12:51.1,0.358351,12:51.1,0.207535
12:51.1,0.166043,12:51.1,0.185896,12:51.1,0.301108
12:51.1,-0.115271,12:51.1,0.150547,12:51.1,0.304942
12:51.1,-0.0320923,12:51.1,0.149959,12:51.1,0.35611
12:51.1,0.147134,12:51.1,-0.0531137,12:51.1,0.334986
12:51.1,-0.127019,12:51.1,-0.125883,12:51.1,0.155768
12:51.1,-0.149666,12:51.1,0.0131226,12:51.1,-0.0191915
12:51.1,-0.165735,12:51.1,0.152957,12:51.1,-0.162698
12:51.1,-0.398071,12:51.1,0.129454,12:51.1,-0.26795
12:51.1,-0.247872,12:51.1,0.20828,12:51.1,-0.238669
12:51.1,-0.213487,12:51.1,0.342532,12:51.1,-0.165684
12:51.1,-0.393519,12:51.1,0.275185,12:51.1,-0.0101829
12:51.1,-0.296094,12:51.1,0.064044,12:51.1,0.273904
12:51.1,-0.24387,12:51.1,-0.0542748,12:51.1,0.47232
12:51.1,-0.292677,12:51.1,-0.230445,12:51.1,0.528558
12:51.1,0.0219309,12:51.1,-0.508368,12:51.1,0.573307
12:51.1,0.098629,12:51.1,-0.636661,12:51.1,0.451885
12:51.1,0.0527585,12:51.1,-0.544124,12:51.1,0.178118
12:51.1,0.342497,12:51.1,-0.435116,12:51.1,0.0120723
12:51.1,0.213624,12:51.1,-0.198903,12:51.1,-0.20578
12:51.1,0.12918,12:51.1,0.0932193,12:51.1,-0.53187
12:51.1,0.229491,12:51.1,0.30416,12:51.1,-0.657829
12:51.1,-0.059644,12:51.1,0.414819,12:51.1,-0.591539
12:51.1,-0.291181,12:51.1,0.520865,12:51.1,-0.539626
