时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
12:33.0,0.57694,12:33.0,-0.146948,12:33.0,0.020777
12:33.0,0.425956,12:33.0,-0.0682342,12:33.0,0.0462174
12:33.0,0.231576,12:33.0,-0.0785935,12:33.0,0.0329387
12:33.0,0.178607,12:33.0,-0.0858128,12:33.0,0.106907
12:33.0,-0.0570118,12:33.0,0.00672102,12:33.0,0.130972
12:33.0,-0.361094,12:33.0,0.0429666,12:33.0,0.0604296
12:33.0,-0.541278,12:33.0,-0.0155544,12:33.0,-0.0297797
12:33.0,-0.566163,12:33.0,-0.0176299,12:33.0,0.00463486
12:33.0,-0.50709,12:33.0,0.0176644,12:33.0,0.0776517
12:33.0,-0.42896,12:33.0,-0.0283253,12:33.0,0.0930309
12:33.0,-0.27994,12:33.0,-0.066303,12:33.0,0.143608
12:33.0,-0.0171578,12:33.0,0.0180161,12:33.0,0.282513
12:33.0,0.390464,12:33.0,0.0309598,12:33.0,0.289707
12:33.0,0.59064,12:33.0,-0.0429213,12:33.0,0.154835
12:33.0,0.597473,12:33.0,0.0447464,12:33.0,0.131768
12:33.0,0.501126,12:33.0,0.162845,12:33.0,0.08955
12:33.0,0.21881,12:33.0,0.122672,12:33.0,-0.0983405
12:33.0,-0.0312328,12:33.0,0.0704467,12:33.0,-0.253072
12:33.0,-0.317453,12:33.0,0.142374,12:33.0,-0.341815
12:33.0,-0.627586,12:33.0,0.145301,12:33.0,-0.421708
12:33.0,-0.461202,12:33.0,0.0798917,12:33.0,-0.416526
12:33.0,-0.183673,12:33.0,0.0583971,12:33.0,-0.327395
12:33.0,-0.223105,12:33.0,0.0354397,12:33.0,-0.243257
12:33.0,0.0106978,12:33.0,0.0370955,12:33.0,-0.0680435
12:33.0,0.432258,12:33.0,0.0694883,12:33.0,0.0477016
12:33.0,0.584321,12:33.0,0.105858,12:33.0,0.119485
12:33.0,0.600016,12:33.0,0.0907254,12:33.0,0.244471
12:33.0,0.279847,12:33.0,0.093534,12:33.0,0.257601
12:33.0,-0.151269,12:33.0,0.157827,12:33.0,0.160514
12:33.0,-0.327637,12:33.0,0.19441,12:33.0,0.133604
12:33.0,-0.640723,12:33.0,0.209984,12:33.0,0.0643849
12:33.0,-0.967789,12:33.0,0.214444,12:33.0,-0.0402582
12:33.0,-0.725893,12:33.0,0.174963,12:33.0,-0.045265
12:33.0,-0.400196,12:33.0,0.0817764,12:33.0,-0.0843775
12:33.0,-0.141306,12:33.0,0.0668836,12:33.0,-0.0616264
12:33.0,0.348742,12:33.0,0.0755906,12:33.0,0.0746047
12:33.0,0.512328,12:33.0,-0.00679016,12:33.0,0.0790572
12:33.0,0.453143,12:33.0,-0.0601625,12:33.0,0.0213158
12:33.0,0.40495,12:33.0,0.0393593,12:33.0,0.119669
12:33.0,0.0239396,12:33.0,0.186689,12:33.0,0.124443
12:33.0,-0.342391,12:33.0,0.17615,12:33.0,-0.020169
12:33.0,-0.357559,12:33.0,0.152054,12:33.0,-0.040853
12:33.0,-0.301501,12:33.0,0.239404,12:33.0,-0.0779724
12:33.0,-0.266434,12:33.0,0.292151,12:33.0,-0.145061
