时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
11:53.1,-0.618429,11:53.1,-0.205493,11:53.1,0.101124
11:53.1,-0.567937,11:53.1,0.0234842,11:53.1,0.0953376
11:53.1,-0.388443,11:53.1,0.293685,11:53.1,-0.0439107
11:53.1,-0.323794,11:53.1,0.502667,11:53.1,-0.0905252
11:53.1,-0.115688,11:53.1,0.559664,11:53.1,-0.0868011
11:53.1,0.19666,11:53.1,0.540688,11:53.1,-0.110075
11:53.1,0.37255,11:53.1,0.444443,11:53.1,0.0865352
11:53.1,0.405284,11:53.1,0.195525,11:53.1,0.192261
11:53.1,0.462749,11:53.1,-0.148313,11:53.1,0.0615287
11:53.1,0.264482,11:53.1,-0.409666,11:53.1,0.180646
11:53.1,0.0178742,11:53.1,-0.587126,11:53.1,0.311633
11:53.1,-0.00522494,11:53.1,-0.647023,11:53.1,0.0892735
11:53.1,-0.132763,11:53.1,-0.664415,11:53.1,-0.0183642
11:53.1,-0.280254,11:53.1,-0.503768,11:53.1,0.00919104
11:53.1,-0.218016,11:53.1,-0.1999,11:53.1,-0.185667
11:53.1,-0.281197,11:53.1,0.056299,11:53.1,-0.257895
11:53.2,-0.119795,11:53.2,0.154542,11:53.2,-0.131092
11:53.2,0.138758,11:53.2,0.247649,11:53.2,-0.103458
11:53.2,-0.0910282,11:53.2,0.265249,11:53.2,-0.0263166
11:53.2,-0.243076,11:53.2,0.119859,11:53.2,0.155044
11:53.2,-0.128727,11:53.2,-0.0786781,11:53.2,0.229006
11:53.2,-0.0386298,11:53.2,-0.264348,11:53.2,0.234642
11:53.2,0.00127435,11:53.2,-0.478147,11:53.2,0.207353
11:53.2,-0.170598,11:53.2,-0.611645,11:53.2,0.0510705
11:53.2,-0.2903,11:53.2,-0.621588,11:53.2,-0.0118721
11:53.2,-0.305063,11:53.2,-0.521377,11:53.2,-0.0024116
11:53.2,-0.462192,11:53.2,-0.34171,11:53.2,-0.065161
11:53.2,-0.476214,11:53.2,-0.0550616,11:53.2,-0.0727201
11:53.2,-0.294824,11:53.2,0.179057,11:53.2,-0.0354731
11:53.2,-0.0877535,11:53.2,0.344778,11:53.2,-0.0284374
11:53.2,0.0517023,11:53.2,0.478824,11:53.2,0.0087297
11:53.2,0.449259,11:53.2,0.584188,11:53.2,0.0435042
11:53.2,0.712862,11:53.2,0.549778,11:53.2,0.0375521
11:53.2,0.622717,11:53.2,0.392742,11:53.2,0.0606585
11:53.2,0.780324,11:53.2,0.153776,11:53.2,0.0213671
11:53.2,0.505404,11:53.2,-0.136809,11:53.2,-0.0826275
11:53.2,0.0348008,11:53.2,-0.387771,11:53.2,-0.00758171
11:53.2,-0.0722945,11:53.2,-0.474313,11:53.2,0.162836
11:53.2,-0.484936,11:53.2,-0.478995,11:53.2,0.173128
11:53.2,-0.727661,11:53.2,-0.472951,11:53.2,0.190722
11:53.2,-0.532254,11:53.2,-0.230029,11:53.2,0.310676
11:53.2,-0.340464,11:53.2,0.118597,11:53.2,0.308191
11:53.2,0.0985467,11:53.2,0.268347,11:53.2,0.239527
11:53.2,0.534517,11:53.2,0.293045,11:53.2,0.241086
11:53.2,0.781986,11:53.2,0.438949,11:53.2,0.236956
11:53.2,0.98453,11:53.2,0.447509,11:53.2,0.176365
11:53.2,0.814708,11:53.2,0.183028,11:53.2,0.153996
11:53.2,0.329542,11:53.2,-0.036056,11:53.2,0.150942
11:53.2,0.178237,11:53.2,-0.121529,11:53.2,0.0538158
11:53.2,-0.0724661,11:53.2,-0.291733,11:53.2,-0.0150144
11:53.2,-0.365382,11:53.2,-0.384495,11:53.2,0.0314474
11:53.2,-0.179517,11:53.2,-0.224609,11:53.2,0.0555575
11:53.2,0.106616,11:53.2,-0.0347984,11:53.2,0.051769
11:53.2,0.381902,11:53.2,0.0620449,11:53.2,0.05041
11:53.2,0.622895,11:53.2,0.260341,11:53.2,-0.00573754
11:53.2,0.780141,11:53.2,0.49898,11:53.2,-0.102829
11:53.2,0.933939,11:53.2,0.487583,11:53.2,-0.130965
11:53.2,0.627605,11:53.2,0.412154,11:53.2,-0.204779
