时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
11:25.6,0.133935,11:25.6,-0.27765,11:25.6,-0.155239
11:25.6,0.202844,11:25.6,-0.354497,11:25.6,-0.10504
11:25.6,0.235615,11:25.6,-0.293819,11:25.6,-0.0150347
11:25.6,0.270833,11:25.6,-0.222248,11:25.6,0.0433457
11:25.6,0.334967,11:25.6,-0.0716245,11:25.6,0.00845075
11:25.6,0.44795,11:25.6,0.119802,11:25.6,-0.0281513
11:25.6,0.384861,11:25.6,0.258447,11:25.6,-0.138934
11:25.6,0.280957,11:25.6,0.362928,11:25.6,-0.324986
11:25.6,0.334243,11:25.6,0.425323,11:25.6,-0.386099
11:25.6,0.232869,11:25.6,0.390208,11:25.6,-0.379713
11:25.6,0.0225794,11:25.6,0.258608,11:25.6,-0.415887
11:25.6,-0.0992846,11:25.6,0.166079,11:25.6,-0.364306
11:25.6,-0.364902,11:25.6,0.076772,11:25.6,-0.230526
11:25.6,-0.466934,11:25.6,-0.00358701,11:25.6,-0.115563
11:25.6,-0.38348,11:25.6,-0.0369883,11:25.6,-0.00499368
11:25.6,-0.545642,11:25.6,-0.0636983,11:25.6,0.0635529
11:25.6,-0.423011,11:25.6,-0.0461197,11:25.6,0.0745785
11:25.6,-0.0814044,11:25.6,0.062362,11:25.6,0.0498056
11:25.6,0.130225,11:25.6,0.145165,11:25.6,-0.0252116
11:25.6,0.426543,11:25.6,0.166748,11:25.6,-0.110837
11:25.6,0.493125,11:25.6,0.256191,11:25.6,-0.190451
11:25.6,0.632881,11:25.6,0.419304,11:25.6,-0.244213
11:25.6,0.5172,11:25.6,0.475612,11:25.6,-0.194846
11:25.6,-0.107923,11:25.6,0.365926,11:25.6,-0.0854802
11:25.6,-0.404226,11:25.6,0.293218,11:25.6,-0.0124228
11:25.6,-0.435488,11:25.6,0.287799,11:25.6,0.0656819
11:25.6,-0.729709,11:25.6,0.228258,11:25.6,0.141243
11:25.6,-1.0125,11:25.6,0.0945759,11:25.6,0.166599
11:25.6,-0.81983,11:25.6,-0.00601411,11:25.6,0.19292
11:25.6,-0.394474,11:25.6,-0.0685656,11:25.6,0.132951
11:25.6,0.0569046,11:25.6,-0.120327,11:25.6,-0.0408733
11:25.6,0.469246,11:25.6,-0.138754,11:25.6,-0.0892138
11:25.6,0.714562,11:25.6,-0.0703382,11:25.6,-0.107479
11:25.6,0.883952,11:25.6,-0.0301337,11:25.6,-0.199214
11:25.6,0.845978,11:25.6,-0.0136995,11:25.6,-0.182644
11:25.6,0.2693,11:25.6,0.01436,11:25.6,-0.138239
11:25.6,-0.369594,11:25.6,0.137979,11:25.6,-0.134948
11:25.6,-0.924478,11:25.6,0.185595,11:25.6,-0.0233817
11:25.6,-1.20861,11:25.6,0.151511,11:25.6,0.0821269
11:25.6,-1.19924,11:25.6,0.120867,11:25.6,0.0541878
11:25.6,-1.03393,11:25.6,0.0967634,11:25.6,0.0861609
11:25.6,-0.38958,11:25.6,0.0119507,11:25.6,0.0996673
11:25.6,0.34483,11:25.6,-0.0477982,11:25.6,0.0233388
11:25.6,0.82831,11:25.6,-0.0967646,11:25.6,0.0273347
11:25.6,1.22451,11:25.6,-0.135503,11:25.6,-0.0143838
11:25.6,1.15473,11:25.6,-0.157512,11:25.6,-0.109812
11:25.6,0.732181,11:25.6,-0.123035,11:25.6,-0.0222468
11:25.6,0.239496,11:25.6,-0.085007,11:25.6,0.0949705
11:25.6,-0.46658,11:25.6,-0.0133979,11:25.6,0.0989795
11:25.6,-0.959991,11:25.6,0.0255346,11:25.6,0.23013
11:25.6,-1.05414,11:25.6,0.033282,11:25.6,0.33026
11:25.6,-0.990758,11:25.6,0.0169075,11:25.6,0.263306
11:25.6,-0.688465,11:25.6,0.0237417,11:25.6,0.285031
11:25.6,-0.0899565,11:25.6,-0.010277,11:25.6,0.254059
11:25.6,0.539248,11:25.6,-0.0587332,11:25.6,0.0485623
11:25.6,0.802765,11:25.6,-0.0984931,11:25.6,-0.0776255
11:25.6,0.823635,11:25.6,-0.0721896,11:25.6,-0.152498
11:25.6,0.739974,11:25.6,-0.0332248,11:25.6,-0.301212
11:25.6,0.313934,11:25.6,-0.0743306,11:25.6,-0.247822
11:25.6,-0.308703,11:25.6,-0.101538,11:25.6,-0.115584
11:25.6,-0.585347,11:25.6,-0.0504255,11:25.6,-0.0959408
11:25.6,-0.841755,11:25.6,-0.046736,11:25.6,0.0203466
11:25.6,-0.965397,11:25.6,-0.083977,11:25.6,0.134176
11:25.6,-0.631132,11:25.6,-0.0611126,11:25.6,0.0917566
11:25.6,-0.337524,11:25.6,-0.0514424,11:25.6,0.0638413
11:25.6,-0.0265038,11:25.6,-0.165164,11:25.6,0.0280726
11:25.6,0.270052,11:25.6,-0.21906,11:25.6,-0.148269
11:25.6,0.36428,11:25.6,-0.184939,11:25.6,-0.220007
11:25.6,0.315713,11:25.6,-0.193751,11:25.6,-0.182673
11:25.6,0.204071,11:25.6,-0.2748,11:25.6,-0.20322
11:25.6,0.0484502,11:25.6,-0.282996,11:25.6,-0.153686
11:25.6,-0.305752,11:25.6,-0.225753,11:25.6,-0.0425351
11:25.6,-0.555352,11:25.6,-0.179662,11:25.6,0.0612509
11:25.6,-0.689484,11:25.6,-0.179349,11:25.6,0.18831
11:25.6,-0.735677,11:25.6,-0.119011,11:25.6,0.23808
11:25.6,-0.442185,11:25.6,-0.0446069,11:25.6,0.132164
11:25.6,-0.216943,11:25.6,-0.0215709,11:25.6,0.0737691
11:25.6,-0.0255549,11:25.6,0.0392437,11:25.6,0.0512016
11:25.6,0.48329,11:25.6,0.126439,11:25.6,-0.0240493
11:25.6,0.774311,11:25.6,0.0981522,11:25.6,-0.0529015
11:25.6,0.555499,11:25.6,0.0797284,11:25.6,-0.0345469
11:25.6,0.431309,11:25.6,0.154141,11:25.6,-0.0511265
