时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
08:48.0,0.0124252,08:48.0,-0.327542,08:48.0,0.0564647
08:48.0,-0.0331724,08:48.0,-0.343016,08:48.0,0.170767
08:48.0,-0.044291,08:48.0,-0.382978,08:48.0,0.159179
08:48.0,-0.179949,08:48.0,-0.319283,08:48.0,0.112593
08:48.0,-0.171267,08:48.0,-0.0896227,08:48.0,0.110912
08:48.0,-0.168103,08:48.0,0.0847065,08:48.0,-0.0592947
08:48.0,-0.160238,08:48.0,0.163081,08:48.0,-0.254046
08:48.0,0.0927031,08:48.0,0.262668,08:48.0,-0.293837
08:48.0,0.137837,08:48.0,0.408407,08:48.0,-0.372628
08:48.0,0.0185692,08:48.0,0.352057,08:48.0,-0.33873
08:48.0,0.216637,08:48.0,0.189481,08:48.0,-0.149002
08:48.0,0.231948,08:48.0,0.108287,08:48.0,-0.0186002
08:48.0,0.153525,08:48.0,0.0298357,08:48.0,0.159136
08:48.0,0.0829554,08:48.0,-0.164093,08:48.0,0.413332
08:48.0,-0.0870955,08:48.0,-0.33577,08:48.0,0.439935
08:48.0,-0.129203,08:48.0,-0.267849,08:48.0,0.339613
08:48.0,-0.189456,08:48.0,-0.157269,08:48.0,0.224924
08:48.0,-0.240316,08:48.0,-0.123627,08:48.0,-0.1227
08:48.0,-0.157608,08:48.0,-0.00336528,08:48.0,-0.445358
08:48.0,-0.0120914,08:48.0,0.170035,08:48.0,-0.54709
08:48.0,0.210197,08:48.0,0.203235,08:48.0,-0.70832
08:48.0,0.136373,08:48.0,0.0613928,08:48.0,-0.719162
08:48.0,-0.00888944,08:48.0,0.066787,08:48.0,-0.340897
08:48.0,0.0921392,08:48.0,0.132269,08:48.0,-0.00139356
08:48.0,0.0617898,08:48.0,0.0211859,08:48.0,0.237074
08:48.0,-0.176541,08:48.0,-0.146613,08:48.0,0.550063
08:48.0,-0.466405,08:48.0,-0.145448,08:48.0,0.643082
08:48.0,-0.563006,08:48.0,-0.0839376,08:48.0,0.501125
08:48.0,-0.507851,08:48.0,-0.0728881,08:48.0,0.363482
08:48.0,-0.565914,08:48.0,0.0124943,08:48.0,0.0636566
08:48.0,-0.398856,08:48.0,0.14864,08:48.0,-0.305297
08:48.0,-0.0776863,08:48.0,0.284045,08:48.0,-0.400121
08:48.0,0.0175714,08:48.0,0.380533,08:48.0,-0.500704
08:48.0,0.253168,08:48.0,0.403059,08:48.0,-0.548782
08:48.0,0.273365,08:48.0,0.370743,08:48.0,-0.283285
08:48.0,0.203267,08:48.0,0.32329,08:48.0,-0.0548792
08:48.0,0.309083,08:48.0,0.251925,08:48.0,0.0994515
08:48.0,0.0806689,08:48.0,0.0904047,08:48.0,0.313706
08:48.0,-0.0830448,08:48.0,-0.0814819,08:48.0,0.310445
08:48.0,-0.0654769,08:48.0,-0.251852,08:48.0,0.179507
