时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
11:19.5,-0.0263715,11:19.5,-0.387583,11:19.5,-0.38311
11:19.5,0.127391,11:19.5,-0.3039,11:19.5,-0.251923
11:19.5,0.133673,11:19.5,-0.305191,11:19.5,-0.0238359
11:19.5,0.28092,11:19.5,-0.264757,11:19.5,0.113964
11:19.5,0.17001,11:19.5,-0.0562513,11:19.5,0.285136
11:19.5,0.108348,11:19.5,0.0493681,11:19.5,0.42065
11:19.5,0.138764,11:19.5,0.0372005,11:19.5,0.338792
11:19.5,-0.0910342,11:19.5,0.123483,11:19.5,0.263876
11:19.5,-0.143218,11:19.5,0.18319,11:19.5,0.174104
11:19.5,-0.262077,11:19.5,0.067668,11:19.5,-0.0704563
11:19.5,-0.446904,11:19.5,-0.0912738,11:19.5,-0.236968
11:19.5,-0.167078,11:19.5,-0.126992,11:19.5,-0.308652
11:19.5,0.136998,11:19.5,-0.149852,11:19.5,-0.341147
11:19.5,0.259919,11:19.5,-0.236959,11:19.5,-0.218273
11:19.5,0.318367,11:19.5,-0.272796,11:19.5,0.0686729
11:19.5,0.315316,11:19.5,-0.118647,11:19.5,0.245546
11:19.5,0.34374,11:19.5,0.0414562,11:19.5,0.360096
11:19.5,0.149282,11:19.5,0.131915,11:19.5,0.494351
11:19.5,-0.349262,11:19.5,0.238146,11:19.5,0.463425
11:19.5,-0.558375,11:19.5,0.266752,11:19.5,0.329372
11:19.5,-0.343606,11:19.5,0.176558,11:19.5,0.146194
11:19.5,-0.226667,11:19.5,0.117126,11:19.5,-0.0655735
11:19.5,-0.251013,11:19.5,0.0112605,11:19.5,-0.252718
11:19.5,-0.251979,11:19.5,-0.183991,11:19.5,-0.359156
11:19.5,-0.039351,11:19.5,-0.340505,11:19.5,-0.424898
11:19.5,0.274862,11:19.5,-0.331599,11:19.5,-0.413865
11:19.5,0.0478935,11:19.5,-0.330862,11:19.5,-0.285323
11:19.5,-0.218135,11:19.5,-0.295246,11:19.5,-0.1736
11:19.5,-0.276095,11:19.5,-0.161752,11:19.5,-0.0189614
11:19.5,-0.264693,11:19.5,0.0597501,11:19.5,0.116087
11:19.5,-0.198238,11:19.5,0.200874,11:19.5,0.111706
11:19.5,-0.34978,11:19.5,0.297281,11:19.5,-0.0329912
11:19.5,-0.312086,11:19.5,0.311295,11:19.5,-0.115286
11:19.5,-0.0057888,11:19.5,0.307683,11:19.5,-0.171415
11:19.5,0.0300598,11:19.5,0.214961,11:19.5,-0.335543
11:19.5,0.180635,11:19.5,0.0702107,11:19.5,-0.412366
11:19.5,0.251399,11:19.5,-0.0404036,11:19.5,-0.344706
11:19.5,-0.0684011,11:19.5,-0.1826,11:19.5,-0.254256
11:19.5,-0.080713,11:19.5,-0.355166,11:19.5,-0.122353
11:19.5,-0.195791,11:19.5,-0.401294,11:19.5,0.0593126
11:19.5,-0.478166,11:19.5,-0.396299,11:19.5,0.158254
