时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
10:39.9,-0.252011,10:39.9,-0.331129,10:39.9,0.0361025
10:39.9,-0.593405,10:39.9,-0.398362,10:39.9,0.123985
10:39.9,-0.754997,10:39.9,-0.368795,10:39.9,0.191803
10:39.9,-0.809449,10:39.9,-0.219257,10:39.9,0.164393
10:39.9,-0.659914,10:39.9,-0.0304079,10:39.9,0.204366
10:39.9,-0.196309,10:39.9,0.116079,10:39.9,0.204822
10:39.9,0.0871623,10:39.9,0.211694,10:39.9,0.0773239
10:39.9,0.269432,10:39.9,0.272197,10:39.9,0.0563622
10:39.9,0.434756,10:39.9,0.289971,10:39.9,0.107328
10:39.9,0.179657,10:39.9,0.249205,10:39.9,0.0577152
10:39.9,0.0399661,10:39.9,0.117195,10:39.9,0.0375116
10:39.9,-0.0815356,10:39.9,-0.0145638,10:39.9,0.0627911
10:39.9,-0.503556,10:39.9,-0.0786853,10:39.9,-0.0154853
10:39.9,-0.640867,10:39.9,-0.152574,10:39.9,-0.036031
10:39.9,-0.643514,10:39.9,-0.231143,10:39.9,0.0268245
10:39.9,-0.696114,10:39.9,-0.171369,10:39.9,0.029335
10:39.9,-0.397824,10:39.9,-0.0153744,10:39.9,0.0671184
10:39.9,0.101055,10:39.9,0.0458038,10:39.9,0.065186
10:39.9,0.319897,10:39.9,0.104915,10:39.9,-0.052917
10:39.9,0.486895,10:39.9,0.266627,10:39.9,-0.0763929
10:39.9,0.690669,10:39.9,0.385716,10:39.9,-0.0466359
10:39.9,0.531145,10:39.9,0.29273,10:39.9,-0.143143
10:39.9,0.32672,10:39.9,0.18474,10:39.9,-0.174762
10:39.9,-0.0733769,10:39.9,0.161114,10:39.9,-0.101625
10:39.9,-0.411693,10:39.9,0.0899017,10:39.9,-0.14006
10:39.9,-0.481689,10:39.9,-0.0944173,10:39.9,-0.140026
10:39.9,-0.485859,10:39.9,-0.243893,10:39.9,-0.0322676
10:39.9,-0.373793,10:39.9,-0.268964,10:39.9,0.00048995
10:39.9,-0.0737202,10:39.9,-0.307605,10:39.9,0.0108504
10:39.9,0.206611,10:39.9,-0.285429,10:39.9,0.0560904
10:39.9,0.310702,10:39.9,-0.0822389,10:39.9,0.0528312
10:39.9,0.274348,10:39.9,0.0943434,10:39.9,0.0494075
10:39.9,0.216982,10:39.9,0.116924,10:39.9,0.0734818
10:39.9,-0.0598025,10:39.9,0.126208,10:39.9,0.0572371
10:39.9,-0.330623,10:39.9,0.206844,10:39.9,0.0977767
10:39.9,-0.450752,10:39.9,0.20715,10:39.9,0.194794
10:39.9,-0.640209,10:39.9,0.157464,10:39.9,0.229775
10:39.9,-0.368274,10:39.9,0.0370562,10:39.9,0.230567
10:39.9,-0.018878,10:39.9,-0.0995028,10:39.9,0.258827
10:39.9,0.113769,10:39.9,-0.194021,10:39.9,0.221351
10:39.9,0.487731,10:39.9,-0.195141,10:39.9,0.124774
10:39.9,0.491261,10:39.9,-0.233837,10:39.9,0.0345862
10:39.9,0.212917,10:39.9,-0.268471,10:39.9,-0.104164
10:39.9,-0.0222874,10:39.9,-0.194046,10:39.9,-0.243171
10:39.9,-0.519577,10:39.9,-0.089159,10:39.9,-0.377315
10:39.9,-0.794468,10:39.9,-0.0243902,10:39.9,-0.458863
10:39.9,-0.619823,10:39.9,0.00128388,10:39.9,-0.397389
10:39.9,-0.487612,10:39.9,0.0540781,10:39.9,-0.291488
10:39.9,-0.148256,10:39.9,0.112897,10:39.9,-0.291134
10:39.9,0.503336,10:39.9,0.0826848,10:39.9,-0.291489
10:39.9,0.933563,10:39.9,0.00683665,10:39.9,-0.150638
10:39.9,1.10171,10:39.9,-0.00979424,10:39.9,-0.0339222
10:39.9,0.876527,10:39.9,-0.061934,10:39.9,-0.0200295
10:39.9,0.272485,10:39.9,-0.174499,10:39.9,-0.0265718
10:39.9,-0.232624,10:39.9,-0.193251,10:39.9,-0.0397384
10:39.9,-0.803746,10:39.9,-0.141144,10:39.9,-0.145867
10:39.9,-1.07291,10:39.9,-0.112441,10:39.9,-0.154454
10:39.9,-0.887866,10:39.9,-0.0551486,10:39.9,-0.0197339
10:39.9,-0.664467,10:39.9,0.0943327,10:39.9,-0.0115466
10:39.9,-0.191393,10:39.9,0.230414,10:39.9,-0.0433493
10:39.9,0.568043,10:39.9,0.268205,10:39.9,0.03932
10:39.9,1.11136,10:39.9,0.300423,10:39.9,0.113312
10:39.9,1.26278,10:39.9,0.313345,10:39.9,0.0867558
10:39.9,1.08854,10:39.9,0.274726,10:39.9,0.0987244
10:39.9,0.406936,10:39.9,0.165247,10:39.9,0.127168
10:39.9,-0.381551,10:39.9,0.0755656,10:39.9,0.17125
10:39.9,-0.812428,10:39.9,0.0613439,10:39.9,0.252068
10:39.9,-1.29871,10:39.9,0.099715,10:39.9,0.196235
10:39.9,-1.42446,10:39.9,0.0717926,10:39.9,0.0874197
10:39.9,-0.824589,10:39.9,0.0561655,10:39.9,0.114781
10:39.9,-0.19308,10:39.9,0.124996,10:39.9,0.133398
10:39.9,0.440855,10:39.9,0.199288,10:39.9,0.074712
10:39.9,1.25458,10:39.9,0.224859,10:39.9,0.084554
10:39.9,1.53956,10:39.9,0.288659,10:39.9,0.0647211
10:39.9,1.28541,10:39.9,0.376663,10:39.9,0.00846982
10:39.9,0.785943,10:39.9,0.349742,10:39.9,0.0301719
10:39.9,-0.137615,10:39.9,0.228131,10:39.9,0.0236094
10:39.9,-0.865575,10:39.9,0.151274,10:39.9,0.0376523
10:39.9,-1.1881,10:39.9,0.0757289,10:39.9,0.0878811
10:39.9,-1.50579,10:39.9,-0.0494337,10:39.9,0.043118
10:39.9,-1.24555,10:39.9,-0.219781,10:39.9,0.00304699
10:39.9,-0.354223,10:39.9,-0.271311,10:39.9,0.0774562
10:39.9,0.190731,10:39.9,-0.264679,10:39.9,0.0421977
10:39.9,0.70498,10:39.9,-0.269874,10:39.9,-0.0191069
10:39.9,1.29564,10:39.9,-0.244808,10:39.9,0.135441
10:39.9,1.0409,10:39.9,-0.0785959,10:39.9,0.172679
10:39.9,0.726104,10:39.9,0.0903857,10:39.9,0.115787
10:39.9,0.197167,10:39.9,0.154687,10:39.9,0.254282
10:39.9,-0.642992,10:39.9,0.2082,10:39.9,0.38366
10:39.9,-0.899165,10:39.9,0.288306,10:39.9,0.333985
10:39.9,-0.929575,10:39.9,0.243454,10:39.9,0.27516
10:39.9,-0.852215,10:39.9,0.177422,10:39.9,0.180539
10:39.9,-0.474719,10:39.9,0.173372,10:39.9,0.00938177
10:39.9,-0.0766075,10:39.9,0.164422,10:39.9,-0.0912392
10:39.9,0.308325,10:39.9,0.0823128,10:39.9,-0.22792
10:39.9,0.535777,10:39.9,0.0580955,10:39.9,-0.32671
10:39.9,0.584512,10:39.9,0.0407755,10:39.9,-0.260642
10:39.9,0.598663,10:39.9,0.100571,10:39.9,-0.153534
10:39.9,0.31819,10:39.9,0.158141,10:39.9,-0.0621247
10:39.9,0.116676,10:39.9,0.170934,10:39.9,0.0777626
10:39.9,0.0556207,10:39.9,0.127568,10:39.9,0.164696
10:39.9,-0.0416362,10:39.9,0.144809,10:39.9,0.187062
10:39.9,0.11524,10:39.9,0.0910199,10:39.9,0.230515
10:39.9,0.158767,10:39.9,-0.0269055,10:39.9,0.0916457
10:39.9,0.0777745,10:39.9,-0.0455129,10:39.9,-0.0941205
10:39.9,0.203865,10:39.9,-0.0168431,10:39.9,-0.144826
10:39.9,0.191255,10:39.9,-0.156336,10:39.9,-0.210207
10:39.9,0.0217712,10:39.9,-0.385088,10:39.9,-0.255754
10:39.9,-0.0408447,10:39.9,-0.423095,10:39.9,-0.177594
10:39.9,-0.162036,10:39.9,-0.321394,10:39.9,-0.146525
10:39.9,-0.244566,10:39.9,-0.295911,10:39.9,-0.151141
10:39.9,-0.260867,10:39.9,-0.320419,10:39.9,-0.028559
10:39.9,-0.316027,10:39.9,-0.207942,10:39.9,0.0356352
10:39.9,-0.344819,10:39.9,-0.0759649,10:39.9,0.0233889
10:39.9,-0.156238,10:39.9,-0.0891709,10:39.9,0.0657022
10:39.9,-0.00886917,10:39.9,0.0255895,10:39.9,0.0688958
10:39.9,-0.0403976,10:39.9,0.157328,10:39.9,-0.000970364
10:39.9,0.143099,10:39.9,0.0437987,10:39.9,-0.0702155
10:39.9,0.196929,10:39.9,-0.152164,10:39.9,-0.107673
10:39.9,-0.0707066,10:39.9,-0.100992,10:39.9,-0.0973177
10:39.9,-0.0729752,10:39.9,-0.0553274,10:39.9,-0.0475788
10:39.9,-0.0214505,10:39.9,-0.169777,10:39.9,-0.0721002
10:39.9,-0.348238,10:39.9,-0.18551,10:39.9,-0.0617206
10:39.9,-0.443015,10:39.9,-0.048027,10:39.9,0.0374341
10:39.9,-0.227027,10:39.9,0.0621963,10:39.9,0.107906
10:39.9,-0.220143,10:39.9,0.0461185,10:39.9,0.113084
10:39.9,0.0514781,10:39.9,-0.00755191,10:39.9,0.0972629
10:39.9,0.332806,10:39.9,-0.0531995,10:39.9,0.0948107
10:39.9,0.0692356,10:39.9,-0.029223,10:39.9,0.112689
10:39.9,0.0361359,10:39.9,-0.0159097,10:39.9,0.0831366
10:39.9,-0.0279081,10:39.9,-0.089401,10:39.9,-0.0242913
10:39.9,-0.189437,10:39.9,-0.142,10:39.9,-0.0914395
10:39.9,-0.190183,10:39.9,-0.0701725,10:39.9,-0.0454009
10:39.9,-0.353734,10:39.9,0.0262678,10:39.9,0.0527954
10:39.9,-0.314901,10:39.9,0.0424123,10:39.9,0.143924
10:39.9,0.0287962,10:39.9,0.112439,10:39.9,0.167207
10:39.9,0.172909,10:39.9,0.223553,10:39.9,0.165131
10:39.9,0.295998,10:39.9,0.188266,10:39.9,0.211912
10:39.9,0.486926,10:39.9,0.0825644,10:39.9,0.19482
10:39.9,0.61875,10:39.9,0.039463,10:39.9,0.123879
10:39.9,0.557028,10:39.9,0.00301003,10:39.9,0.0700653
10:39.9,0.180218,10:39.9,-0.161273,10:39.9,-0.0489306
10:39.9,0.0341225,10:39.9,-0.168711,10:39.9,-0.123274
10:39.9,0.105141,10:39.9,-0.0508833,10:39.9,-0.0723934
10:39.9,0.0680017,10:39.9,-0.0368953,10:39.9,-0.0679827
