时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
09:44.3,-0.715042,09:44.3,0.207278,09:44.3,-0.0883627
09:44.3,-0.0152135,09:44.3,0.0179076,09:44.3,-0.115978
09:44.3,0.419321,09:44.3,-0.0840259,09:44.3,-0.203414
09:44.3,0.618958,09:44.3,-0.1847,09:44.3,-0.131682
09:44.3,1.0112,09:44.3,-0.173758,09:44.3,-0.0376284
09:44.3,0.908777,09:44.3,0.0143409,09:44.3,-0.0635993
09:44.4,0.436529,09:44.4,0.238085,09:44.4,0.136145
09:44.4,0.19884,09:44.4,0.366755,09:44.4,0.409906
09:44.4,-0.0167358,09:44.4,0.449791,09:44.4,0.39162
09:44.4,-0.255262,09:44.4,0.492224,09:44.4,0.344372
09:44.4,-0.216298,09:44.4,0.493631,09:44.4,0.299029
09:44.4,-0.234705,09:44.4,0.373561,09:44.4,0.100094
09:44.4,-0.108653,09:44.4,0.0841177,09:44.4,-0.0783062
09:44.4,0.333002,09:44.4,-0.228637,09:44.4,-0.157727
09:44.4,0.435969,09:44.4,-0.368812,09:44.4,-0.292482
09:44.4,0.468044,09:44.4,-0.514469,09:44.4,-0.23759
09:44.4,0.548156,09:44.4,-0.594136,09:44.4,-0.0817764
09:44.4,0.0169683,09:44.4,-0.480231,09:44.4,-0.000193119
09:44.4,-0.306257,09:44.4,-0.249819,09:44.4,0.24624
09:44.4,-0.391176,09:44.4,-0.0905442,09:44.4,0.536432
09:44.4,-0.690749,09:44.4,0.114166,09:44.4,0.528396
09:44.4,-0.4474,09:44.4,0.289609,09:44.4,0.491982
09:44.4,-0.0671053,09:44.4,0.342658,09:44.4,0.384222
09:44.4,-0.0067091,09:44.4,0.284225,09:44.4,-0.0314415
09:44.4,0.236857,09:44.4,0.242127,09:44.4,-0.402871
09:44.4,0.354179,09:44.4,0.120147,09:44.4,-0.555317
09:44.4,0.0636542,09:44.4,-0.0641203,09:44.4,-0.693773
09:44.4,-0.0734258,09:44.4,-0.259341,09:44.4,-0.666162
09:44.4,-0.240903,09:44.4,-0.337509,09:44.4,-0.424023
09:44.4,-0.654799,09:44.4,-0.262489,09:44.4,-0.134103
09:44.4,-0.656447,09:44.4,-0.128069,09:44.4,0.269592
09:44.4,-0.706972,09:44.4,-0.0336945,09:44.4,0.660654
09:44.4,-0.73634,09:44.4,0.0845408,09:44.4,0.793991
09:44.4,-0.216942,09:44.4,0.229579,09:44.4,0.854565
09:44.4,0.144075,09:44.4,0.311184,09:44.4,0.791693
09:44.4,0.363221,09:44.4,0.258236,09:44.4,0.483065
09:44.4,0.791748,09:44.4,0.142386,09:44.4,0.0815201
09:44.4,0.735127,09:44.4,-0.0206327,09:44.4,-0.232754
09:44.4,0.38389,09:44.4,-0.20136,09:44.4,-0.395365
09:44.4,0.265632,09:44.4,-0.44297,09:44.4,-0.372031
09:44.4,0.020535,09:44.4,-0.623654,09:44.4,-0.272201
09:44.4,-0.300171,09:44.4,-0.594051,09:44.4,-0.0965512
09:44.4,-0.427884,09:44.4,-0.47496,09:44.4,0.249485
09:44.4,-0.29454,09:44.4,-0.434484,09:44.4,0.58771
09:44.4,-0.114743,09:44.4,-0.298324,09:44.4,0.761867
09:44.4,-0.0351298,09:44.4,-0.0636065,09:44.4,0.826521
09:44.4,0.0468218,09:44.4,0.0585866,09:44.4,0.741874
09:44.4,0.206375,09:44.4,0.0744498,09:44.4,0.455534
09:44.4,0.197159,09:44.4,0.0830615,09:44.4,0.0880444
09:44.4,-0.0669956,09:44.4,0.0229573,09:44.4,-0.24931
09:44.4,-0.299551,09:44.4,-0.122355,09:44.4,-0.544577
09:44.4,-0.389664,09:44.4,-0.205598,09:44.4,-0.678532
09:44.4,-0.396552,09:44.4,-0.275931,09:44.4,-0.669637
09:44.4,-0.233223,09:44.4,-0.361861,09:44.4,-0.47263
09:44.4,-0.124459,09:44.4,-0.36855,09:44.4,-0.173804
09:44.4,0.18146,09:44.4,-0.322992,09:44.4,0.101373
09:44.4,0.468782,09:44.4,-0.187904,09:44.4,0.361204
09:44.4,0.428816,09:44.4,-0.0490725,09:44.4,0.570118
09:44.4,0.307543,09:44.4,-0.00891328,09:44.4,0.615417
09:44.4,0.0022161,09:44.4,-0.0201988,09:44.4,0.455687
09:44.4,-0.16078,09:44.4,0.0773489,09:44.4,0.162331
09:44.4,-0.361507,09:44.4,0.157446,09:44.4,-0.165486
09:44.4,-0.672199,09:44.4,0.111868,09:44.4,-0.413642
09:44.4,-0.489099,09:44.4,-0.0177884,09:44.4,-0.512838
09:44.4,-0.434397,09:44.4,-0.0402462,09:44.4,-0.486088
09:44.4,-0.396557,09:44.4,0.0267637,09:44.4,-0.284032
09:44.4,0.0223887,09:44.4,0.0616252,09:44.4,0.0329447
09:44.4,0.060488,09:44.4,0.00406623,09:44.4,0.280339
09:44.4,0.152494,09:44.4,-0.0228536,09:44.4,0.472996
09:44.4,0.322526,09:44.4,0.0986695,09:44.4,0.632294
09:44.4,0.125607,09:44.4,0.166996,09:44.4,0.597495
09:44.4,0.0319886,09:44.4,0.13962,09:44.4,0.364289
09:44.4,-0.166295,09:44.4,0.192351,09:44.4,0.0529492
09:44.4,-0.433275,09:44.4,0.271708,09:44.4,-0.282239
09:44.4,-0.347365,09:44.4,0.274692,09:44.4,-0.55966
09:44.4,-0.154104,09:44.4,0.197366,09:44.4,-0.678836
09:44.4,-0.0138295,09:44.4,0.213193,09:44.4,-0.634153
09:44.4,0.205009,09:44.4,0.222631,09:44.4,-0.447797
09:44.4,0.361081,09:44.4,0.198927,09:44.4,-0.164537
09:44.4,0.318027,09:44.4,0.129831,09:44.4,0.0761521
09:44.4,0.399728,09:44.4,0.128998,09:44.4,0.222546
09:44.4,0.310596,09:44.4,0.0612724,09:44.4,0.345331
09:44.4,0.098356,09:44.4,-0.0499606,09:44.4,0.36773
09:44.4,0.164018,09:44.4,-0.145053,09:44.4,0.19508
09:44.4,0.00191927,09:44.4,-0.0892556,09:44.4,-0.00326991
09:44.4,-0.172486,09:44.4,-0.074749,09:44.4,-0.173619
09:44.4,0.0846314,09:44.4,-0.136031,09:44.4,-0.355139
09:44.4,0.0538588,09:44.4,-0.152634,09:44.4,-0.408579
09:44.4,0.191644,09:44.4,-0.0418746,09:44.4,-0.313016
09:44.4,0.53353,09:44.4,0.0476575,09:44.4,-0.216922
09:44.4,0.595261,09:44.4,0.121168,09:44.4,-0.0440252
09:44.4,0.757948,09:44.4,0.248249,09:44.4,0.245975
09:44.4,0.938591,09:44.4,0.388252,09:44.4,0.39099
09:44.4,0.711933,09:44.4,0.435107,09:44.4,0.378845
09:44.4,0.280133,09:44.4,0.417266,09:44.4,0.329891
09:44.4,0.122222,09:44.4,0.255657,09:44.4,0.135474
09:44.4,-0.037756,09:44.4,0.193319,09:44.4,-0.0471437
09:44.4,-0.284613,09:44.4,0.184348,09:44.4,-0.192226
09:44.4,-0.4245,09:44.4,0.0762904,09:44.4,-0.424476
09:44.4,-0.514086,09:44.4,-0.105178,09:44.4,-0.48625
09:44.4,-0.414559,09:44.4,-0.0621843,09:44.4,-0.321609
09:44.4,-0.145444,09:44.4,0.0334466,09:44.4,-0.187063
09:44.4,-0.00797749,09:44.4,0.0827479,09:44.4,-0.00662327
09:44.4,0.129112,09:44.4,0.133259,09:44.4,0.230091
09:44.4,0.312403,09:44.4,0.266577,09:44.4,0.248971
09:44.4,0.499325,09:44.4,0.307572,09:44.4,0.204747
09:44.4,0.519632,09:44.4,0.232502,09:44.4,0.248224
09:44.4,0.345812,09:44.4,0.13137,09:44.4,0.035522
09:44.4,0.279278,09:44.4,-0.00150442,09:44.4,-0.285292
09:44.4,0.0594532,09:44.4,-0.175052,09:44.4,-0.352648
09:44.4,-0.359552,09:44.4,-0.341965,09:44.4,-0.39711
09:44.4,-0.420504,09:44.4,-0.446556,09:44.4,-0.404024
09:44.4,-0.475013,09:44.4,-0.3968,09:44.4,-0.173939
09:44.4,-0.515733,09:44.4,-0.34095,09:44.4,0.0182593
09:44.4,-0.338726,09:44.4,-0.20487,09:44.4,0.194919
09:44.4,-0.0848293,09:44.4,-0.00482678,09:44.4,0.426885
09:44.4,0.132738,09:44.4,0.25112,09:44.4,0.425531
09:44.4,0.335176,09:44.4,0.368805,09:44.4,0.273151
09:44.4,0.517519,09:44.4,0.366118,09:44.4,0.202993
09:44.4,0.413777,09:44.4,0.263342,09:44.4,-0.0150704
09:44.4,0.0669193,09:44.4,0.13183,09:44.4,-0.340052
09:44.4,-0.307281,09:44.4,-0.0511956,09:44.4,-0.45314
09:44.4,-0.615051,09:44.4,-0.244192,09:44.4,-0.512888
09:44.4,-0.610813,09:44.4,-0.392737,09:44.4,-0.490427
09:44.4,-0.667993,09:44.4,-0.378799,09:44.4,-0.233837
09:44.4,-0.520079,09:44.4,-0.312142,09:44.4,-0.0262892
09:44.4,0.0766146,09:44.4,-0.219215,09:44.4,0.189143
09:44.4,0.552826,09:44.4,-0.00933051,09:44.4,0.494518
09:44.4,0.710083,09:44.4,0.30134,09:44.4,0.548308
09:44.4,0.871527,09:44.4,0.45875,09:44.4,0.415119
09:44.4,0.75588,09:44.4,0.464765,09:44.4,0.366205
09:44.4,0.397933,09:44.4,0.446315,09:44.4,0.133502
09:44.4,0.0412083,09:44.4,0.370547,09:44.4,-0.184795
09:44.4,-0.35814,09:44.4,0.112618,09:44.4,-0.2811
09:44.4,-0.754044,09:44.4,-0.152465,09:44.4,-0.355775
09:44.4,-0.778812,09:44.4,-0.326661,09:44.4,-0.419049
09:44.4,-0.481495,09:44.4,-0.446022,09:44.4,-0.240208
09:44.4,-0.235105,09:44.4,-0.547078,09:44.4,0.0570369
09:44.4,0.241903,09:44.4,-0.572265,09:44.4,0.308886
09:44.4,0.593102,09:44.4,-0.456922,09:44.4,0.589846
09:44.4,0.519103,09:44.4,-0.18023,09:44.4,0.696695
09:44.4,0.481343,09:44.4,0.0839698,09:44.4,0.61058
09:44.4,0.232526,09:44.4,0.288215,09:44.4,0.484887
09:44.4,-0.0901163,09:44.4,0.435297,09:44.4,0.177648
09:44.4,-0.295774,09:44.4,0.497702,09:44.4,-0.181178
09:44.4,-0.513947,09:44.4,0.411037,09:44.4,-0.332958
09:44.4,-0.469731,09:44.4,0.288188,09:44.4,-0.438122
09:44.4,-0.346094,09:44.4,0.129827,09:44.4,-0.539883
09:44.4,-0.066694,09:44.4,-0.14034,09:44.4,-0.386127
09:44.4,0.364554,09:44.4,-0.349547,09:44.4,-0.11059
09:44.4,0.559689,09:44.4,-0.37196,09:44.4,0.115308
09:44.4,0.597508,09:44.4,-0.3942,09:44.4,0.343276
09:44.4,0.586704,09:44.4,-0.400583,09:44.4,0.437363
09:44.4,0.511123,09:44.4,-0.237046,09:44.4,0.325445
09:44.4,0.235072,09:44.4,0.0351167,09:44.4,0.190107
09:44.4,0.107964,09:44.4,0.257411,09:44.4,0.0435257
09:44.4,0.0904739,09:44.4,0.343989,09:44.4,-0.182595
09:44.4,0.016005,09:44.4,0.390644,09:44.4,-0.35259
09:44.4,0.288789,09:44.4,0.425413,09:44.4,-0.411272
09:44.4,0.608613,09:44.4,0.409852,09:44.4,-0.367873
09:44.4,0.62513,09:44.4,0.281914,09:44.4,-0.256019
