时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
13:08.0,-0.544549,13:08.0,0.134484,13:08.0,-0.0603104
13:08.0,-0.560937,13:08.0,-0.0692785,13:08.0,-0.125406
13:08.0,-0.614952,13:08.0,-0.315553,13:08.0,-0.108366
13:08.0,-0.455792,13:08.0,-0.446258,13:08.0,-0.13688
13:08.0,0.073154,13:08.0,-0.409181,13:08.0,-0.12056
13:08.0,0.338126,13:08.0,-0.261554,13:08.0,-0.0654292
13:08.0,0.58529,13:08.0,-0.100107,13:08.0,0.00635743
13:08.0,0.820618,13:08.0,0.145197,13:08.0,0.067718
13:08.0,0.477667,13:08.0,0.361875,13:08.0,0.0643563
13:08.0,-0.00644922,13:08.0,0.475743,13:08.0,0.0422645
13:08.0,-0.450046,13:08.0,0.50132,13:08.0,0.0461757
13:08.0,-0.812819,13:08.0,0.456492,13:08.0,0.0314605
13:08.0,-0.912234,13:08.0,0.291089,13:08.0,-0.0191844
13:08.0,-0.740554,13:08.0,-0.040251,13:08.0,0.00427604
13:08.0,-0.206143,13:08.0,-0.385698,13:08.0,0.078063
13:08.0,0.270478,13:08.0,-0.556959,13:08.0,0.17401
13:08.0,0.825766,13:08.0,-0.665156,13:08.0,0.251
13:08.0,1.23549,13:08.0,-0.691581,13:08.0,0.238909
13:08.0,0.898985,13:08.0,-0.581927,13:08.0,0.188029
13:08.0,0.555061,13:08.0,-0.332845,13:08.0,0.187136
13:08.0,0.194669,13:08.0,-0.0673997,13:08.0,0.129465
13:08.0,-0.495851,13:08.0,0.159211,13:08.0,0.030961
13:08.1,-0.95382,13:08.1,0.317402,13:08.1,-0.00332475
13:08.1,-1.20899,13:08.1,0.40526,13:08.1,-0.0584221
13:08.1,-1.15751,13:08.1,0.35323,13:08.1,-0.144289
13:08.1,-0.676136,13:08.1,0.200812,13:08.1,-0.154006
13:08.1,-0.236077,13:08.1,0.0176251,13:08.1,-0.0776088
13:08.1,0.101746,13:08.1,-0.0792921,13:08.1,-0.0212932
13:08.1,0.65764,13:08.1,-0.173094,13:08.1,-0.0209355
13:08.1,0.826099,13:08.1,-0.300695,13:08.1,0.00274658
13:08.1,0.439249,13:08.1,-0.275807,13:08.1,0.0659919
13:08.1,0.127571,13:08.1,-0.0961328,13:08.1,0.0167465
13:08.1,-0.346287,13:08.1,0.0270891,13:08.1,-0.081774
13:08.1,-0.801462,13:08.1,0.102502,13:08.1,-0.0266266
13:08.1,-0.838759,13:08.1,0.184797,13:08.1,-0.0150788
13:08.1,-0.97392,13:08.1,0.249826,13:08.1,-0.127051
13:08.1,-0.911559,13:08.1,0.134649,13:08.1,-0.168346
13:08.1,-0.283178,13:08.1,-0.0226045,13:08.1,-0.1662
13:08.1,0.263516,13:08.1,-0.149266,13:08.1,-0.244825
13:08.1,0.587547,13:08.1,-0.273494,13:08.1,-0.254611
13:08.1,0.858947,13:08.1,-0.407767,13:08.1,-0.157824
13:08.1,0.954114,13:08.1,-0.433367,13:08.1,-0.0430369
13:08.1,0.840464,13:08.1,-0.338528,13:08.1,0.120676
13:08.1,0.521998,13:08.1,-0.153397,13:08.1,0.216988
13:08.1,-0.0404525,13:08.1,-0.00540018,13:08.1,0.242205
13:08.1,-0.466547,13:08.1,0.201226,13:08.1,0.322517
13:08.1,-0.709711,13:08.1,0.413197,13:08.1,0.273731
13:08.1,-0.818964,13:08.1,0.568185,13:08.1,0.111449
13:08.1,-0.650823,13:08.1,0.531421,13:08.1,0.0143969
13:08.1,-0.242416,13:08.1,0.370334,13:08.1,-0.0972044
13:08.1,0.219985,13:08.1,0.164376,13:08.1,-0.258113
13:08.1,0.375321,13:08.1,-0.0582576,13:08.1,-0.266578
13:08.1,0.403773,13:08.1,-0.340863,13:08.1,-0.201279
13:08.1,0.364165,13:08.1,-0.513515,13:08.1,-0.132347
13:08.1,0.123641,13:08.1,-0.517659,13:08.1,0.0586379
13:08.1,-0.180497,13:08.1,-0.451876,13:08.1,0.189569
13:08.1,-0.474616,13:08.1,-0.402189,13:08.1,0.23551
13:08.1,-0.594833,13:08.1,-0.169491,13:08.1,0.333062
13:08.1,-0.474026,13:08.1,0.144323,13:08.1,0.320681
13:08.1,-0.0616086,13:08.1,0.326071,13:08.1,0.182675
13:08.1,0.250049,13:08.1,0.402169,13:08.1,0.181342
13:08.1,0.31309,13:08.1,0.438845,13:08.1,0.204843
13:08.1,0.672334,13:08.1,0.349816,13:08.1,0.138913
13:08.1,0.826522,13:08.1,0.0958312,13:08.1,0.166849
13:08.1,0.444469,13:08.1,-0.105292,13:08.1,0.230786
13:08.1,0.23379,13:08.1,-0.233572,13:08.1,0.203462
13:08.1,-0.153749,13:08.1,-0.414382,13:08.1,0.191258
13:08.1,-0.646985,13:08.1,-0.487887,13:08.1,0.181303
13:08.1,-0.567815,13:08.1,-0.385115,13:08.1,0.120958
13:08.1,-0.512286,13:08.1,-0.209174,13:08.1,0.0847065
13:08.1,-0.490323,13:08.1,-0.0788546,13:08.1,0.00951648
13:08.1,0.203922,13:08.1,0.092175,13:08.1,-0.0445509
13:08.1,0.588727,13:08.1,0.285809,13:08.1,0.0185132
13:08.1,0.788505,13:08.1,0.440123,13:08.1,0.0351655
13:08.1,1.15728,13:08.1,0.478832,13:08.1,-0.0377262
13:08.1,0.925438,13:08.1,0.405853,13:08.1,-0.0100267
13:08.1,0.632766,13:08.1,0.241975,13:08.1,0.0147176
13:08.1,0.477663,13:08.1,0.0846243,13:08.1,-0.068984
13:08.1,-0.160484,13:08.1,-0.0508559,13:08.1,-0.111912
13:08.1,-0.742196,13:08.1,-0.214219,13:08.1,-0.115544
13:08.1,-0.862732,13:08.1,-0.318776,13:08.1,-0.143366
13:08.1,-0.861113,13:08.1,-0.31969,13:08.1,-0.0835812
13:08.1,-0.754789,13:08.1,-0.273154,13:08.1,0.0888932
13:08.1,-0.477436,13:08.1,-0.237662,13:08.1,0.23802
13:08.1,-0.271919,13:08.1,-0.122017,13:08.1,0.362043
13:08.1,0.0420034,13:08.1,0.0648999,13:08.1,0.496745
13:08.1,0.392244,13:08.1,0.117097,13:08.1,0.518793
13:08.1,0.359267,13:08.1,0.0498712,13:08.1,0.445017
13:08.1,0.223498,13:08.1,0.0747216,13:08.1,0.326595
13:08.1,0.223724,13:08.1,0.0618446,13:08.1,0.15654
