时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
10:20.8,-0.376279,10:20.8,0.190632,10:20.8,-0.0618184
10:20.8,-0.334283,10:20.8,0.281171,10:20.8,-0.141917
10:20.8,-0.239892,10:20.8,0.466624,10:20.8,-0.185672
10:20.8,-0.281867,10:20.8,0.440303,10:20.8,-0.173094
10:20.8,-0.288587,10:20.8,0.258957,10:20.8,-0.109396
10:20.8,-0.124995,10:20.8,0.102977,10:20.8,-0.0609064
10:20.8,0.0292015,10:20.8,-0.0915527,10:20.8,0.0167406
10:20.8,0.224802,10:20.8,-0.353951,10:20.8,0.10892
10:20.8,0.0395322,10:20.8,-0.524424,10:20.8,0.123131
10:20.8,-0.0930262,10:20.8,-0.601447,10:20.8,0.114518
10:20.8,0.0450969,10:20.8,-0.648996,10:20.8,0.140817
10:20.8,-0.141225,10:20.8,-0.583326,10:20.8,0.0774968
10:20.8,-0.269687,10:20.8,-0.388676,10:20.8,-0.0102723
10:20.8,-0.36762,10:20.8,-0.18402,10:20.8,0.0124776
10:20.8,-0.420305,10:20.8,0.0191903,10:20.8,0.0061512
10:20.8,-0.0628042,10:20.8,0.18941,10:20.8,-0.034045
10:20.8,0.0215673,10:20.8,0.278095,10:20.8,-0.0426877
10:20.8,0.0707293,10:20.8,0.305525,10:20.8,-0.106758
10:20.8,0.370266,10:20.8,0.321542,10:20.8,-0.131756
10:20.8,0.438201,10:20.8,0.195998,10:20.8,-0.060904
10:20.8,0.548718,10:20.8,-0.0518489,10:20.8,-0.0651217
10:20.8,0.385373,10:20.8,-0.183792,10:20.8,-0.069623
10:20.8,-0.0302911,10:20.8,-0.156283,10:20.8,0.0592542
10:20.8,-0.215737,10:20.8,-0.15038,10:20.8,0.125681
10:20.8,-0.563914,10:20.8,-0.189641,10:20.8,0.183766
10:20.8,-0.793924,10:20.8,-0.104402,10:20.8,0.285372
10:20.8,-0.703492,10:20.8,0.116445,10:20.8,0.191196
10:20.8,-0.666441,10:20.8,0.228273,10:20.8,0.0368798
10:20.8,-0.244163,10:20.8,0.242827,10:20.8,-0.000827312
10:20.8,0.365679,10:20.8,0.340815,10:20.8,-0.18337
10:20.8,0.497912,10:20.8,0.41194,10:20.8,-0.400069
10:20.8,0.506963,10:20.8,0.259922,10:20.8,-0.385205
10:20.8,0.470898,10:20.8,0.100025,10:20.8,-0.326872
10:20.8,0.20787,10:20.8,0.0628591,10:20.8,-0.249996
10:20.8,-0.127175,10:20.8,-0.0284076,10:20.8,-0.0139391
10:20.8,-0.43597,10:20.8,-0.209284,10:20.8,0.195243
10:20.8,-0.575783,10:20.8,-0.278548,10:20.8,0.320783
10:20.8,-0.448209,10:20.8,-0.151709,10:20.8,0.434562
10:20.8,-0.205271,10:20.8,-0.0753295,10:20.8,0.418917
10:20.8,0.171806,10:20.8,-0.0587952,10:20.8,0.32735
10:20.8,0.677714,10:20.8,0.0429881,10:20.8,0.244728
10:20.8,0.746683,10:20.8,0.226958,10:20.8,-0.00579953
10:20.8,0.62324,10:20.8,0.28048,10:20.8,-0.142739
10:20.8,0.661272,10:20.8,0.238223,10:20.8,-0.0510168
10:20.8,0.339811,10:20.8,0.240741,10:20.8,-0.0903702
10:20.8,-0.0283992,10:20.8,0.253766,10:20.8,-0.133815
10:20.8,-0.191648,10:20.8,0.115449,10:20.8,0.025667
10:20.8,-0.446807,10:20.8,-0.0165212,10:20.8,0.0983095
10:20.8,-0.468529,10:20.8,-0.0603759,10:20.8,0.0549996
10:20.8,-0.373148,10:20.8,-0.112308,10:20.8,0.10242
10:20.8,-0.204624,10:20.8,-0.179191,10:20.8,0.0496662
10:20.8,0.0209236,10:20.8,-0.232116,10:20.8,-0.114558
10:20.8,0.058533,10:20.8,-0.280075,10:20.8,-0.198539
10:20.8,0.241373,10:20.8,-0.180793,10:20.8,-0.239403
10:20.8,0.40794,10:20.8,-0.0593209,10:20.8,-0.235804
10:20.8,0.288727,10:20.8,-0.062505,10:20.8,-0.224271
10:20.8,0.116415,10:20.8,-0.129201,10:20.8,-0.233531
10:20.8,-0.0707018,10:20.8,-0.0219607,10:20.8,-0.14073
10:20.8,-0.201119,10:20.8,0.0455356,10:20.8,0.0373697
10:20.8,-0.172935,10:20.8,0.00295162,10:20.8,0.137327
10:20.8,0.0571859,10:20.8,-0.0241935,10:20.8,0.233794
10:20.8,0.0580668,10:20.8,-0.00571012,10:20.8,0.301543
10:20.8,0.0515342,10:20.8,-0.0431669,10:20.8,0.24819
10:20.8,0.432038,10:20.8,-0.0879669,10:20.8,0.187856
10:20.8,0.460956,10:20.8,-0.109453,10:20.8,0.1108
10:20.8,0.180658,10:20.8,-0.0944281,10:20.8,-0.108976
10:20.8,0.0825739,10:20.8,-0.118228,10:20.8,-0.287549
10:20.8,0.0298095,10:20.8,-0.10668,10:20.8,-0.281134
10:20.8,-0.123191,10:20.8,-0.067302,10:20.8,-0.260596
10:20.8,-0.273854,10:20.8,-0.011822,10:20.8,-0.214044
10:20.8,-0.227249,10:20.8,-0.00974774,10:20.8,-0.0825572
10:20.8,-0.126245,10:20.8,0.0510359,10:20.8,0.0679672
10:20.8,0.0501943,10:20.8,0.146049,10:20.8,0.243787
10:20.8,0.131389,10:20.8,0.211942,10:20.8,0.392964
10:20.8,0.247498,10:20.8,0.182369,10:20.8,0.413343
10:20.8,0.345882,10:20.8,0.128999,10:20.8,0.292464
10:20.8,0.432068,10:20.8,0.0605857,10:20.8,0.103976
10:20.8,0.465137,10:20.8,0.0127995,10:20.8,-0.0457227
10:20.8,0.222554,10:20.8,-0.0291955,10:20.8,-0.125719
10:20.8,0.192467,10:20.8,-0.0909257,10:20.8,-0.174751
10:20.8,0.370002,10:20.8,-0.122352,10:20.8,-0.11765
10:20.8,0.245279,10:20.8,-0.037601,10:20.8,0.00741243
10:20.8,0.31926,10:20.8,0.0902009,10:20.8,0.13325
10:20.8,0.395463,10:20.8,0.240791,10:20.8,0.304103
10:20.8,0.25209,10:20.8,0.34461,10:20.8,0.431228
10:20.9,0.220104,10:20.9,0.412254,10:20.9,0.417523
10:20.9,-0.0613427,10:20.9,0.422755,10:20.9,0.372411
10:20.9,-0.225693,10:20.9,0.363902,10:20.9,0.345143
10:20.9,-0.0411892,10:20.9,0.161735,10:20.9,0.195549
10:20.9,-0.0670433,10:20.9,-0.0879991,10:20.9,-0.0173068
10:20.9,-0.141414,10:20.9,-0.248342,10:20.9,-0.113485
10:20.9,-0.0270784,10:20.9,-0.321037,10:20.9,-0.127259
10:20.9,0.208856,10:20.9,-0.395328,10:20.9,-0.115117
10:20.9,0.436534,10:20.9,-0.36727,10:20.9,-0.0806689
10:20.9,0.239197,10:20.9,-0.20822,10:20.9,-0.012002
10:20.9,0.106523,10:20.9,-0.0680017,10:20.9,0.11014
10:20.9,0.170135,10:20.9,0.0517714,10:20.9,0.156639
10:20.9,-0.051806,10:20.9,0.255661,10:20.9,0.153855
10:20.9,-0.293732,10:20.9,0.437061,10:20.9,0.172223
10:20.9,-0.236298,10:20.9,0.445536,10:20.9,0.150944
10:20.9,-0.175691,10:20.9,0.368595,10:20.9,0.0532389
10:20.9,-0.208927,10:20.9,0.38169,10:20.9,-0.0387442
10:20.9,-0.167834,10:20.9,0.311233,10:20.9,-0.0848019
10:20.9,0.0773907,10:20.9,0.108123,10:20.9,-0.130224
10:20.9,0.352851,10:20.9,-0.0890458,10:20.9,-0.131102
10:20.9,0.413712,10:20.9,-0.142401,10:20.9,-0.0985658
10:20.9,0.256658,10:20.9,-0.233829,10:20.9,-0.0868917
10:20.9,0.141567,10:20.9,-0.340631,10:20.9,-0.0376558
10:20.9,0.0735688,10:20.9,-0.289302,10:20.9,0.00521541
10:20.9,-0.0672531,10:20.9,-0.157241,10:20.9,-0.00901222
10:20.9,-0.247113,10:20.9,-0.140084,10:20.9,-0.0164306
10:20.9,-0.401943,10:20.9,-0.121974,10:20.9,-0.0628042
10:20.9,-0.356601,10:20.9,0.0736105,10:20.9,-0.11569
10:20.9,-0.193965,10:20.9,0.150739,10:20.9,-0.125486
10:20.9,-0.0894094,10:20.9,-0.016942,10:20.9,-0.185527
10:20.9,0.241513,10:20.9,-0.096581,10:20.9,-0.179099
10:20.9,0.468717,10:20.9,-0.0636554,10:20.9,-0.122675
10:20.9,0.368932,10:20.9,-0.13519,10:20.9,-0.0935948
10:20.9,0.425501,10:20.9,-0.220673,10:20.9,-0.0612211
10:20.9,0.310857,10:20.9,-0.173794,10:20.9,0.0246871
10:20.9,0.146984,10:20.9,-0.113206,10:20.9,0.0570667
10:20.9,0.155365,10:20.9,-0.0317466,10:20.9,0.00364304
10:20.9,0.108232,10:20.9,0.0819302,10:20.9,-0.0361669
10:20.9,-0.00568986,10:20.9,0.169307,10:20.9,-0.0863039
10:20.9,-0.130053,10:20.9,0.119162,10:20.9,-0.16005
10:20.9,-0.023967,10:20.9,0.117825,10:20.9,-0.274706
10:20.9,0.109856,10:20.9,0.175723,10:20.9,-0.337369
10:20.9,0.0085485,10:20.9,0.172831,10:20.9,-0.269006
10:20.9,0.167358,10:20.9,0.047195,10:20.9,-0.216943
10:20.9,0.152423,10:20.9,0.0054574,10:20.9,-0.134199
10:20.9,-0.0534487,10:20.9,0.0721443,10:20.9,0.0192666
10:20.9,0.0917184,10:20.9,0.106405,10:20.9,0.130758
