时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
10:02.0,0.0829875,10:02.0,0.00971675,10:02.0,-0.43969
10:02.0,-0.0385153,10:02.0,0.10592,10:02.0,-0.281818
10:02.0,0.0121617,10:02.0,0.181445,10:02.0,-0.131931
10:02.0,-0.0798869,10:02.0,0.213126,10:02.0,-0.0692308
10:02.0,-0.213599,10:02.0,0.110714,10:02.0,-0.0135195
10:02.0,-0.18767,10:02.0,0.0291622,10:02.0,0.0732875
10:02.0,-0.245857,10:02.0,-0.0240099,10:02.0,0.0568795
10:02.0,-0.264921,10:02.0,-0.0395656,10:02.0,-0.0418913
10:02.0,-0.278333,10:02.0,-0.0684571,10:02.0,-0.00623822
10:02.0,-0.212967,10:02.0,-0.0409126,10:02.0,0.0452757
10:02.0,-0.121509,10:02.0,-0.00921607,10:02.0,-0.0751233
10:02.0,-0.140698,10:02.0,0.0553596,10:02.0,-0.0948787
10:02.0,-0.174918,10:02.0,0.207098,10:02.0,0.029645
10:02.0,-0.0707173,10:02.0,0.332035,10:02.0,0.101402
10:02.0,0.0267208,10:02.0,0.300943,10:02.0,0.177634
10:02.1,0.0920308,10:02.1,0.238624,10:02.1,0.262802
10:02.1,0.138162,10:02.1,0.206492,10:02.1,0.196308
10:02.1,0.040772,10:02.1,0.0745559,10:02.1,0.106697
10:02.1,0.0202858,10:02.1,-0.225813,10:02.1,0.149193
10:02.1,0.0521326,10:02.1,-0.353336,10:02.1,0.137334
10:02.1,-0.101353,10:02.1,-0.400048,10:02.1,0.108171
10:02.1,-0.267903,10:02.1,-0.405097,10:02.1,0.169803
10:02.1,-0.372108,10:02.1,-0.346934,10:02.1,0.146663
10:02.1,-0.442882,10:02.1,-0.171796,10:02.1,0.0927329
10:02.1,-0.360246,10:02.1,-0.0829136,10:02.1,0.133703
10:02.1,-0.366772,10:02.1,0.0380325,10:02.1,0.120114
10:02.1,-0.338572,10:02.1,0.298327,10:02.1,0.0676274
10:02.1,-0.224472,10:02.1,0.467701,10:02.1,0.0707841
10:02.1,-0.0358629,10:02.1,0.376838,10:02.1,-0.0458932
10:02.1,0.290958,10:02.1,0.256994,10:02.1,-0.137053
10:02.1,0.418512,10:02.1,0.175334,10:02.1,-0.0494027
10:02.1,0.371863,10:02.1,-0.0345016,10:02.1,0.000607967
10:02.1,0.507835,10:02.1,-0.319321,10:02.1,0.0859714
10:02.1,0.35345,10:02.1,-0.423394,10:02.1,0.259247
10:02.1,-0.0445235,10:02.1,-0.457923,10:02.1,0.269569
10:02.1,-0.131402,10:02.1,-0.484568,10:02.1,0.240961
10:02.1,-0.138965,10:02.1,-0.431978,10:02.1,0.279496
10:02.1,-0.114874,10:02.1,-0.21557,10:02.1,0.129476
10:02.1,0.0472534,10:02.1,-0.03667,10:02.1,-0.0455487
10:02.1,0.0789332,10:02.1,0.139157,10:02.1,-0.0687647
10:02.1,0.209079,10:02.1,0.338978,10:02.1,-0.232561
10:02.1,0.351214,10:02.1,0.392368,10:02.1,-0.396572
10:02.1,0.266753,10:02.1,0.202245,10:02.1,-0.338787
10:02.1,0.0959671,10:02.1,0.0398469,10:02.1,-0.268224
10:02.1,-0.0503647,10:02.1,-0.062902,10:02.1,-0.17839
10:02.1,-0.219883,10:02.1,-0.248272,10:02.1,0.0162721
10:02.1,-0.195981,10:02.1,-0.401882,10:02.1,0.124662
10:02.1,-0.241709,10:02.1,-0.346863,10:02.1,0.146542
10:02.1,-0.435032,10:02.1,-0.185351,10:02.1,0.158134
10:02.1,-0.351826,10:02.1,0.00609398,10:02.1,0.0641632
10:02.1,-0.170584,10:02.1,0.160689,10:02.1,-0.0174487
10:02.1,-0.267429,10:02.1,0.333941,10:02.1,-0.0430119
10:02.1,-0.192192,10:02.1,0.563126,10:02.1,-0.191112
10:02.1,-0.115172,10:02.1,0.731771,10:02.1,-0.342687
10:02.1,-0.20053,10:02.1,0.607536,10:02.1,-0.330541
10:02.1,-0.07388,10:02.1,0.333074,10:02.1,-0.315034
10:02.1,-0.022676,10:02.1,0.111647,10:02.1,-0.23741
10:02.1,0.0388288,10:02.1,-0.126249,10:02.1,-0.0164521
10:02.1,0.124892,10:02.1,-0.334128,10:02.1,0.130328
10:02.1,0.0543499,10:02.1,-0.382676,10:02.1,0.187821
10:02.1,0.0602174,10:02.1,-0.360239,10:02.1,0.271877
10:02.1,0.0706828,10:02.1,-0.391316,10:02.1,0.259559
10:02.1,-0.0607431,10:02.1,-0.333723,10:02.1,0.14833
10:02.1,-0.202949,10:02.1,-0.124757,10:02.1,-0.00676274
10:02.1,-0.289479,10:02.1,0.0738144,10:02.1,-0.196617
10:02.1,-0.260928,10:02.1,0.135798,10:02.1,-0.332505
10:02.1,-0.330852,10:02.1,0.191836,10:02.1,-0.372703
10:02.1,-0.417992,10:02.1,0.300016,10:02.1,-0.428439
10:02.1,-0.25134,10:02.1,0.232996,10:02.1,-0.367298
10:02.1,-0.0113857,10:02.1,-0.0241554,10:02.1,-0.1577
10:02.1,0.297183,10:02.1,-0.145671,10:02.1,-0.00440121
10:02.1,0.484852,10:02.1,-0.155344,10:02.1,0.17545
10:02.1,0.378956,10:02.1,-0.240597,10:02.1,0.344291
10:02.1,0.295932,10:02.1,-0.336779,10:02.1,0.32411
10:02.1,0.228803,10:02.1,-0.241385,10:02.1,0.236024
10:02.1,-0.0532174,10:02.1,-0.176696,10:02.1,0.141639
10:02.1,-0.188693,10:02.1,-0.0632131,10:02.1,-0.0712752
10:02.1,-0.0958669,10:02.1,0.162388,10:02.1,-0.253239
10:02.1,-0.124598,10:02.1,0.390104,10:02.1,-0.280033
10:02.1,-0.0346899,10:02.1,0.448428,10:02.1,-0.314188
10:02.1,0.224271,10:02.1,0.445664,10:02.1,-0.264075
10:02.1,0.173109,10:02.1,0.353428,10:02.1,-0.0778365
10:02.1,0.198258,10:02.1,0.152459,10:02.1,0.0846279
10:02.1,0.335208,10:02.1,-0.0617158,10:02.1,0.196668
10:02.1,0.293897,10:02.1,-0.179206,10:02.1,0.359907
10:02.1,0.357032,10:02.1,-0.301958,10:02.1,0.437104
