时间 - 电压,幅值 - 电压,时间 - 电压_0,幅值 2 - 电压_0,时间 - 电压_1,幅值 3 - 电压_1
10:45.5,0.497756,10:45.5,-0.415756,10:45.5,-0.242665
10:45.5,0.118774,10:45.5,-0.456144,10:45.5,-0.262204
10:45.5,-0.0743926,10:45.5,-0.375714,10:45.5,-0.0893915
10:45.5,-0.082401,10:45.5,-0.307406,10:45.5,0.0919449
10:45.5,-0.0788236,10:45.5,-0.159818,10:45.5,0.153046
10:45.5,0.212021,10:45.5,0.0545669,10:45.5,0.244337
10:45.5,0.361304,10:45.5,0.178059,10:45.5,0.287249
10:45.5,0.269711,10:45.5,0.175805,10:45.5,0.0910878
10:45.5,0.444832,10:45.5,0.203581,10:45.5,-0.131668
10:45.5,0.413437,10:45.5,0.182009,10:45.5,-0.285288
10:45.5,-0.00257134,10:45.5,-0.0084579,10:45.5,-0.390903
10:45.5,-0.275284,10:45.5,-0.19572,10:45.5,-0.323899
10:45.5,-0.489113,10:45.5,-0.268197,10:45.5,-0.124123
10:45.5,-0.435162,10:45.5,-0.339872,10:45.5,0.0650024
10:45.5,-0.15146,10:45.5,-0.376302,10:45.5,0.292524
10:45.5,-0.00673652,10:45.5,-0.248123,10:45.5,0.523951
10:45.5,0.0968659,10:45.5,-0.0777972,10:45.5,0.615697
10:45.5,0.345103,10:45.5,-0.0322402,10:45.5,0.626541
10:45.5,0.454084,10:45.5,0.0162971,10:45.5,0.503901
10:45.5,0.359187,10:45.5,0.0925004,10:45.5,0.191001
10:45.5,0.0250912,10:45.5,0.0211096,10:45.5,-0.0863361
10:45.5,-0.359789,10:45.5,-0.124123,10:45.5,-0.236274
10:45.6,-0.52199,10:45.6,-0.17365,10:45.6,-0.338081
10:45.6,-0.513011,10:45.6,-0.245395,10:45.6,-0.28276
10:45.6,-0.393149,10:45.6,-0.3975,10:45.6,-0.124093
10:45.6,-0.276911,10:45.6,-0.389277,10:45.6,-0.00552535
10:45.6,0.0227416,10:45.6,-0.218035,10:45.6,0.180107
10:45.6,0.51761,10:45.6,-0.0382781,10:45.6,0.292853
10:45.6,0.833973,10:45.6,0.059613,10:45.6,0.229287
10:45.6,0.707527,10:45.6,0.169691,10:45.6,0.151184
10:45.6,0.535908,10:45.6,0.259191,10:45.6,0.0665486
10:45.6,0.299228,10:45.6,0.301656,10:45.6,-0.1649
10:45.6,-0.0683963,10:45.6,0.275491,10:45.6,-0.364773
10:45.6,-0.159992,10:45.6,0.233709,10:45.6,-0.375746
10:45.6,-0.295494,10:45.6,0.173223,10:45.6,-0.329309
10:45.6,-0.489646,10:45.6,0.0649881,10:45.6,-0.208708
10:45.6,-0.392705,10:45.6,-0.0376403,10:45.6,-0.0188351
10:45.6,-0.0808227,10:45.6,0.00932217,10:45.6,0.140622
10:45.6,0.208154,10:45.6,0.0636435,10:45.6,0.28105
10:45.6,0.24063,10:45.6,0.148566,10:45.6,0.385331
10:45.6,0.261942,10:45.6,0.259004,10:45.6,0.284244
10:45.6,0.263739,10:45.6,0.383915,10:45.6,0.131497
10:45.6,0.0458527,10:45.6,0.408956,10:45.6,0.00339508
10:45.6,-0.136689,10:45.6,0.367879,10:45.6,-0.28585
10:45.6,-0.460017,10:45.6,0.351585,10:45.6,-0.493989
10:45.6,-0.567958,10:45.6,0.320885,10:45.6,-0.503713
10:45.6,-0.452379,10:45.6,0.191768,10:45.6,-0.526919
10:45.6,-0.455742,10:45.6,0.0936949,10:45.6,-0.447547
10:45.6,-0.313083,10:45.6,-0.0182378,10:45.6,-0.153718
10:45.6,-0.0925028,10:45.6,-0.0935233,10:45.6,0.101712
10:45.6,-0.0397956,10:45.6,-0.12987,10:45.6,0.30037
10:45.6,-0.0344145,10:45.6,-0.0648022,10:45.6,0.510921
10:45.6,-0.210869,10:45.6,-0.0216353,10:45.6,0.538613
10:45.6,-0.394354,10:45.6,0.0162387,10:45.6,0.414954
10:45.6,-0.370365,10:45.6,0.0484717,10:45.6,0.21943
10:45.6,-0.26924,10:45.6,0.101922,10:45.6,-0.101457
10:45.6,-0.184054,10:45.6,0.0790846,10:45.6,-0.373042
10:45.6,-0.0488198,10:45.6,0.091542,10:45.6,-0.446723
10:45.6,0.102184,10:45.6,0.0551164,10:45.6,-0.427879
10:45.6,0.269772,10:45.6,-0.0327373,10:45.6,-0.299689
10:45.6,0.408217,10:45.6,-0.0946331,10:45.6,-0.0121868
10:45.6,0.509374,10:45.6,-0.0886345,10:45.6,0.234891
10:45.6,0.244867,10:45.6,-0.14053,10:45.6,0.4238
10:45.6,0.0241029,10:45.6,-0.193169,10:45.6,0.565772
10:45.6,0.0477445,10:45.6,-0.142028,10:45.6,0.447075
10:45.6,-0.0159991,10:45.6,-0.031606,10:45.6,0.153731
10:45.6,-0.00596166,10:45.6,-0.0484288,10:45.6,-0.0879455
10:45.6,0.157936,10:45.6,-0.0459421,10:45.6,-0.377704
10:45.6,0.192959,10:45.6,0.0429761,10:45.6,-0.591687
10:45.6,0.211996,10:45.6,0.134149,10:45.6,-0.51796
10:45.6,0.269195,10:45.6,0.156701,10:45.6,-0.400529
10:45.6,0.104541,10:45.6,0.257161,10:45.6,-0.193261
10:45.6,-0.145091,10:45.6,0.298085,10:45.6,0.176815
10:45.6,-0.183603,10:45.6,0.276865,10:45.6,0.421418
10:45.6,-0.295676,10:45.6,0.28622,10:45.6,0.481484
10:45.6,-0.334311,10:45.6,0.33308,10:45.6,0.493673
10:45.6,-0.332493,10:45.6,0.272986,10:45.6,0.33056
10:45.6,-0.408853,10:45.6,0.149491,10:45.6,0.0311089
10:45.6,-0.141895,10:45.6,0.0497556,10:45.6,-0.191958
10:45.6,0.093658,10:45.6,0.00951052,10:45.6,-0.433431
10:45.6,0.0422394,10:45.6,-0.0212359,10:45.6,-0.624334
10:45.6,0.224049,10:45.6,-0.0242364,10:45.6,-0.57083
10:45.6,0.215632,10:45.6,0.00194192,10:45.6,-0.410858
10:45.6,0.12679,10:45.6,-0.0265682,10:45.6,-0.167271
10:45.6,0.130987,10:45.6,-0.022682,10:45.6,0.162305
10:45.6,-0.176104,10:45.6,0.0127614,10:45.6,0.357835
10:45.6,-0.203929,10:45.6,0.00337243,10:45.6,0.40953
10:45.6,-0.0512171,10:45.6,-0.0564635,10:45.6,0.466886
10:45.6,-0.178971,10:45.6,-0.0249636,10:45.6,0.343916
10:45.6,-0.119348,10:45.6,0.0629139,10:45.6,0.0631559
10:45.6,-0.0185037,10:45.6,-0.0179625,10:45.6,-0.145298
10:45.6,-0.0681436,10:45.6,-0.0914598,10:45.6,-0.380139
10:45.6,0.0262988,10:45.6,0.0156105,10:45.6,-0.581568
10:45.6,-0.0675297,10:45.6,0.132514,10:45.6,-0.503365
10:45.6,-0.196766,10:45.6,0.107161,10:45.6,-0.322673
10:45.6,-0.176603,10:45.6,0.151759,10:45.6,-0.135175
10:45.6,-0.278827,10:45.6,0.29405,10:45.6,0.224464
10:45.6,-0.398326,10:45.6,0.31401,10:45.6,0.500273
10:45.6,-0.503894,10:45.6,0.242883,10:45.6,0.499313
10:45.6,-0.453354,10:45.6,0.210685,10:45.6,0.454676
10:45.6,-0.22516,10:45.6,0.21304,10:45.6,0.29765
10:45.6,-0.190843,10:45.6,0.0692701,10:45.6,-0.0172555
10:45.6,-0.0964057,10:45.6,-0.0937819,10:45.6,-0.24175
10:45.6,0.329149,10:45.6,-0.179027,10:45.6,-0.358597
10:45.6,0.349976,10:45.6,-0.269914,10:45.6,-0.510833
10:45.6,0.224546,10:45.6,-0.43644,10:45.6,-0.467316
10:45.6,0.230283,10:45.6,-0.4616,10:45.6,-0.197325
10:45.6,-0.0631893,10:45.6,-0.338877,10:45.6,0.062319
10:45.6,-0.191748,10:45.6,-0.241029,10:45.6,0.333877
10:45.6,-0.181162,10:45.6,-0.114725,10:45.6,0.593609
10:45.6,-0.307964,10:45.6,0.104719,10:45.6,0.632864
10:45.6,-0.234766,10:45.6,0.28528,10:45.6,0.519814
10:45.6,-0.00700355,10:45.6,0.311584,10:45.6,0.357634
10:45.6,0.135034,10:45.6,0.252727,10:45.6,0.0491512
10:45.6,0.2475,10:45.6,0.175316,10:45.6,-0.228164
10:45.6,0.313184,10:45.6,0.0520182,10:45.6,-0.354836
10:45.6,0.271282,10:45.6,-0.0221086,10:45.6,-0.441756
10:45.6,0.168035,10:45.6,-0.0629508,10:45.6,-0.385637
10:45.6,-0.0493407,10:45.6,-0.124078,10:45.6,-0.169125
10:45.6,-0.342488,10:45.6,-0.134087,10:45.6,0.0722408
10:45.6,-0.433904,10:45.6,-0.0152993,10:45.6,0.340451
10:45.6,-0.315846,10:45.6,0.101496,10:45.6,0.594258
10:45.6,-0.256143,10:45.6,0.139048,10:45.6,0.625355
10:45.6,-0.179259,10:45.6,0.131739,10:45.6,0.522914
10:45.6,-0.000197887,10:45.6,0.115602,10:45.6,0.362504
10:45.6,0.248287,10:45.6,0.0386918,10:45.6,0.081414
10:45.6,0.287358,10:45.6,-0.0956655,10:45.6,-0.182174
10:45.6,0.15503,10:45.6,-0.141767,10:45.6,-0.275692
10:45.6,0.11499,10:45.6,-0.158753,10:45.6,-0.366282
