time_sec,channel_1,channel_2,channel_3
0.0,0.29004,0.0987518,0.266713
0.0,0.355186,0.026207,0.328197
0.0,0.0717664,0.133611,0.256059
0.0,0.164225,0.250567,0.0809801
0.0,0.19731,0.268424,-0.0153148
0.0,-0.122856,0.266924,-0.190932
0.0,-0.102195,0.278543,-0.255563
0.0,-0.139629,0.169783,-0.161145
0.0,-0.274262,0.0798869,-0.149407
0.0,-0.306174,0.0520194,-0.076592
0.0,-0.313458,-0.00350356,0.115047
0.0,-0.221541,-0.0741792,0.165887
0.0,-0.0629616,-0.0604117,0.137395
0.0,0.0189829,-0.0529373,0.212941
0.0,-0.0321174,-0.0650108,0.129471
0.0,0.172446,-0.0365579,-0.00889301
0.0,0.443388,0.000175238,-0.0425184
0.0,0.458087,-0.0762117,-0.131731
0.0,0.604531,-0.210617,-0.214236
0.0,0.582296,-0.256548,-0.214051
0.0,0.386956,-0.282099,-0.190673
0.0,0.299728,-0.298483,-0.202628
0.0,0.143565,-0.213333,-0.143871
0.0,-0.0749254,-0.0701976,-0.156337
0.0,-0.126566,-0.0464761,-0.227644
0.0,-0.024966,-0.0593436,-0.180347
0.0,-0.067445,0.0609589,-0.106355
0.0,-0.207313,0.0531387,-0.0586617
0.0,-0.12189,-0.117975,-0.0632215
0.0,-0.0394881,-0.13025,-0.0554109
0.0,-0.0375807,0.013262,-0.0324452
0.0,0.0960755,-0.0509048,-0.0344503
0.0,0.0595498,-0.217981,-0.112987
0.0,0.0988019,-0.0998878,-0.16989
0.0,0.223298,0.0855184,-0.141832
0.0,0.227214,0.0951886,-0.141094
0.0,0.372641,0.0346649,-0.103799
0.0,0.206101,0.10988,0.00864625
0.0,0.087049,0.0567436,0.129076
0.0,0.109497,-0.0761747,0.193866
0.0,-0.0817883,-0.0564301,0.272323
0.0,-0.0563335,-0.0399685,0.341934
0.0,-0.124928,-0.154127,0.319921
0.0,-0.257814,-0.22212,0.232295
0.0,-0.056622,-0.141044,0.120101
0.0,-0.0305402,-0.126197,0.0138879
0.0,-0.045352,-0.12859,-0.0942707
0.0,0.18248,-0.00511527,-0.171703
0.0,0.19706,0.0470841,-0.203958
0.0,0.350938,0.0458992,-0.124898
0.0,0.376464,0.0689983,-0.0174117
0.0,0.164186,0.0845361,0.0393915
0.0,0.189613,-0.0039196,0.143944
0.0,0.0119352,0.022496,0.26897
0.0,-0.143682,0.0874424,0.28951
0.0,0.0158763,-0.0372481,0.214936
0.0,-0.22046,-0.157728,0.14967
0.0,-0.182048,-0.0536811,0.0478446
0.0,0.250854,0.0632691,-0.0317383
0.0,0.0886071,-0.0492823,-0.0666904
0.0,0.0719929,-0.0579989,-0.0685287
0.0,0.21732,0.0620878,0.00573993
0.0,0.0300562,0.033201,0.0544882
0.0,0.115584,-0.103796,0.0895202
0.0,-0.0798035,-0.0374651,0.1512
0.0,-0.363485,0.0847864,0.173361
0.0,-0.16156,0.00646353,0.122645
0.0,-0.04017,-0.0571287,0.0722098
0.0,-0.00478625,-0.0734591,0.0405049
0.0,0.109525,-0.10349,-0.0100195
0.0,0.166441,-0.196401,0.000867844
0.0,0.385653,-0.218087,0.0328422
0.0,0.373166,-0.167296,0.0481963
0.0,-0.0606084,-0.128605,0.0874865
0.0,-0.337371,-0.0458002,0.140444
0.0,-0.574899,0.0152445,0.147333
0.0,-0.87576,0.075016,0.124409
0.0,-0.733198,0.0182593,0.130986
0.0,-0.437123,0.00759125,0.168532
0.0,-0.12511,-0.033251,0.186712
0.0,0.376726,-0.126007,0.140569
0.0,0.563289,-0.210559,0.0802267
0.0,0.511929,-0.277736,-0.0173628
0.0,0.503925,-0.266385,-0.12398
