time_sec,channel_1,channel_2,channel_3
0.0,0.0124252,-0.327542,0.0564647
0.0,-0.0331724,-0.343016,0.170767
0.0,-0.044291,-0.382978,0.159179
0.0,-0.179949,-0.319283,0.112593
0.0,-0.171267,-0.0896227,0.110912
0.0,-0.168103,0.0847065,-0.0592947
0.0,-0.160238,0.163081,-0.254046
0.0,0.0927031,0.262668,-0.293837
0.0,0.137837,0.408407,-0.372628
0.0,0.0185692,0.352057,-0.33873
0.0,0.216637,0.189481,-0.149002
0.0,0.231948,0.108287,-0.0186002
0.0,0.153525,0.0298357,0.159136
0.0,0.0829554,-0.164093,0.413332
0.0,-0.0870955,-0.33577,0.439935
0.0,-0.129203,-0.267849,0.339613
0.0,-0.189456,-0.157269,0.224924
0.0,-0.240316,-0.123627,-0.1227
0.0,-0.157608,-0.00336528,-0.445358
0.0,-0.0120914,0.170035,-0.54709
0.0,0.210197,0.203235,-0.70832
0.0,0.136373,0.0613928,-0.719162
0.0,-0.00888944,0.066787,-0.340897
0.0,0.0921392,0.132269,-0.00139356
0.0,0.0617898,0.0211859,0.237074
0.0,-0.176541,-0.146613,0.550063
0.0,-0.466405,-0.145448,0.643082
0.0,-0.563006,-0.0839376,0.501125
0.0,-0.507851,-0.0728881,0.363482
0.0,-0.565914,0.0124943,0.0636566
0.0,-0.398856,0.14864,-0.305297
0.0,-0.0776863,0.284045,-0.400121
0.0,0.0175714,0.380533,-0.500704
0.0,0.253168,0.403059,-0.548782
0.0,0.273365,0.370743,-0.283285
0.0,0.203267,0.32329,-0.0548792
0.0,0.309083,0.251925,0.0994515
0.0,0.0806689,0.0904047,0.313706
0.0,-0.0830448,-0.0814819,0.310445
0.0,-0.0654769,-0.251852,0.179507
0.0,-0.0207341,-0.370978,0.157619
0.0,0.254047,-0.404328,-0.0453341
0.0,0.362448,-0.316191,-0.317748
0.0,0.333072,-0.159703,-0.325232
0.0,0.626839,-0.0166118,-0.313724
0.0,0.626792,0.0753129,-0.313497
0.0,0.131152,0.179151,-0.0502539
0.0,-0.183796,0.312555,0.154277
0.0,-0.419873,0.302773,0.218153
0.0,-0.743004,0.185101,0.436198
0.0,-0.701525,0.111727,0.455647
0.0,-0.589057,-0.00525355,0.223762
0.0,-0.567143,-0.15283,0.0999475
0.0,-0.183282,-0.197403,-0.10005
0.0,0.257064,-0.0796938,-0.363483
0.0,0.340914,-0.0781298,-0.399129
0.0,0.340356,-0.0978863,-0.458784
0.0,0.310442,0.00341892,-0.521483
0.0,0.0716591,0.112437,-0.226392
0.0,-0.0997698,0.048759,0.0193453
0.0,-0.0403512,0.0031817,0.0910246
0.0,-0.262579,0.0179541,0.291853
0.0,-0.42811,-0.0191939,0.369958
0.0,-0.106542,-0.113565,0.198002
0.0,0.109757,-0.200677,0.155174
0.0,0.0555885,-0.257168,0.0223243
0.0,0.112005,-0.253743,-0.238898
0.0,0.137211,-0.197701,-0.218053
0.0,0.213455,-0.127836,-0.196716
0.0,0.291103,-0.0915694,-0.211601
0.0,0.0559664,0.0084579,0.00580311
0.0,-0.00797749,0.104744,0.159661
0.0,0.242202,0.13716,0.170321
0.0,0.168887,0.0217462,0.266064
0.0,0.180929,-0.106214,0.222547
0.0,0.250782,-0.259397,0.00270009
0.0,-0.000352859,-0.43999,-0.0303471
0.0,0.0906575,-0.559192,-0.103748
0.0,0.227108,-0.570648,-0.2723
0.0,-0.032351,-0.584377,-0.182182
0.0,-0.144458,-0.492449,-0.0465918
0.0,-0.077908,-0.225962,0.0373268
0.0,-0.000280142,0.00579715,0.29243
0.0,0.0997186,0.100353,0.427176
0.0,0.120702,0.222732,0.380163
0.0,0.0753832,0.301269,0.461099
0.0,0.122223,0.196606,0.408139
0.0,0.220823,0.0390708,0.160682
0.0,0.221581,-0.0779128,0.0491011
0.0,0.06724,-0.168183,-0.0426972
0.0,-0.0453413,-0.214295,-0.123639
0.0,0.0270021,-0.223523,0.0322747
0.0,-0.139004,-0.130655,0.183909
0.0,-0.274233,-0.00491858,0.218364
0.0,-0.206193,0.119594,0.400752
0.0,-0.285205,0.162221,0.525175
0.0,-0.246363,0.164475,0.47119
0.0,0.0450301,0.136797,0.42856
0.0,0.0234199,0.0928283,0.24298
0.0,0.0648868,-0.034126,-0.0641668
0.0,0.350738,-0.194869,-0.234308
0.0,0.0895143,-0.288088,-0.3887
0.0,-0.108577,-0.248826,-0.527071
0.0,-0.00988364,-0.204699,-0.410109
0.0,-0.372624,-0.130485,-0.242988
0.0,-0.373523,0.0753164,-0.102135
0.0,-0.0305963,0.253525,0.200557
0.0,-0.188816,0.377532,0.424072
0.0,-0.0582433,0.501148,0.466129
0.0,0.448136,0.544823,0.497942
0.0,0.359449,0.434197,0.409096
0.0,0.314895,0.278387,0.188068
0.0,0.475874,0.172786,0.0542939
0.0,0.137537,0.0296116,-0.121493
0.0,0.0896919,-0.118434,-0.344605
0.0,0.202006,-0.233066,-0.363828
0.0,-0.0554407,-0.2236,-0.291775
0.0,0.0540185,-0.115751,-0.234873
0.0,0.176346,-0.0195527,-0.0795805
0.0,0.117532,0.0563741,0.0763798
0.0,0.0855362,0.188091,0.157541
0.0,0.0108457,0.27851,0.276407
0.0,-0.0881636,0.22576,0.294936
0.0,-0.15505,0.133737,0.171272
0.0,-0.220438,-0.00252724,0.0521016
0.0,-0.129325,-0.124775,-0.129092
0.0,-0.0247574,-0.252979,-0.326282
0.0,0.0668287,-0.30907,-0.362221
0.0,0.172046,-0.321455,-0.358213
0.0,0.0594783,-0.280453,-0.339189
0.0,0.113215,-0.181767,-0.155177
0.0,0.0965762,-0.147737,0.0147271
0.0,-0.263191,-0.106014,0.0956106
0.0,-0.395421,-0.0547969,0.220224
0.0,-0.322814,-0.0501657,0.261703
0.0,-0.413618,-0.0931501,0.169189
0.0,-0.384839,-0.137879,0.0857043
0.0,-0.220331,-0.195071,-0.03811
0.0,-0.285379,-0.284868,-0.16256
0.0,-0.129923,-0.296671,-0.151219
0.0,0.190274,-0.222872,-0.13826
0.0,-0.0505102,-0.193596,-0.147352
0.0,-0.189736,-0.205538,0.0169909
0.0,-0.0116003,-0.120053,0.205951
0.0,-0.227082,0.0333536,0.287153
0.0,-0.315114,0.130727,0.312659
0.0,-0.314385,0.155509,0.283846
0.0,-0.49022,0.176997,0.211837
0.0,-0.339593,0.233811,0.17436
0.0,-0.169673,0.200911,0.0877798
0.0,-0.245874,0.141723,-0.0497186
0.0,0.0240958,0.116519,-0.101702
0.0,0.286744,0.0997293,-0.149989
0.0,0.166615,0.114564,-0.178267
0.0,0.0622165,0.225253,-0.111108
0.0,-0.0925136,0.329216,-0.0987124
0.0,-0.426949,0.299649,-0.153477
0.0,-0.491327,0.257668,-0.115263
0.0,-0.39464,0.218933,-0.0697923
0.0,-0.383692,0.0637352,-0.0532854
0.0,-0.131601,-0.123247,0.0450981
0.0,0.301373,-0.243424,0.110791
0.0,0.509882,-0.319006,0.155302
0.0,0.689199,-0.404421,0.207779
0.0,0.771937,-0.342617,0.170615
0.0,0.489987,-0.174388,0.12221
0.0,0.0356877,0.000431538,0.116028
0.0,0.000492334,0.12519,0.0257683
0.0,-0.0215983,0.248034,-0.0662386
0.0,-0.35522,0.322363,-0.0592732
0.0,-0.383654,0.304928,-0.0887311
0.0,-0.0719535,0.226283,-0.0956321
0.0,-0.00375509,0.0954497,0.00988007
0.0,-0.0486577,-0.0881088,0.0795317
0.0,-0.00216842,-0.220312,0.168544
0.0,-0.0519645,-0.267371,0.31009
0.0,0.0449955,-0.317241,0.339365
0.0,0.0192225,-0.350325,0.326055
0.0,-0.241829,-0.244524,0.369295
0.0,-0.11896,-0.051856,0.253503
0.0,0.0857365,0.113268,0.0523639
0.0,0.152344,0.220184,-0.050478
0.0,0.310049,0.339376,-0.243356
0.0,0.316973,0.350116,-0.422556
0.10000000000002274,0.235872,0.254655,-0.355937
0.10000000000002274,0.170424,0.124424,-0.278008
0.10000000000002274,0.0573182,-0.0198352,-0.242888
0.10000000000002274,-0.100259,-0.219854,-0.029856
0.10000000000002274,-0.251741,-0.361916,0.117269
0.10000000000002274,-0.199333,-0.388156,0.0987172
0.10000000000002274,-0.279222,-0.380006,0.145183
0.10000000000002274,-0.391152,-0.35158,0.0721681
0.10000000000002274,-0.157375,-0.18527,-0.145391
0.10000000000002274,0.0351739,0.00981092,-0.278662
0.10000000000002274,0.213591,0.127981,-0.442061
0.10000000000002274,0.355145,0.207804,-0.621516
0.10000000000002274,0.292907,0.344341,-0.553674
0.10000000000002274,0.383041,0.400159,-0.440931
0.10000000000002274,0.356647,0.340837,-0.34639
0.10000000000002274,0.179598,0.200784,-0.0813067
0.10000000000002274,0.0942886,0.0747657,0.0617397
0.10000000000002274,0.10295,-0.0481343,0.0627351
0.10000000000002274,0.0620973,-0.147511,0.183939
0.10000000000002274,0.0528193,-0.248721,0.181237
0.10000000000002274,0.23401,-0.310079,-0.0334573
0.10000000000002274,0.246257,-0.265414,-0.0991023
0.10000000000002274,0.215302,-0.133998,-0.190206
0.10000000000002274,0.368088,0.01472,-0.400431
0.10000000000002274,0.34169,0.115268,-0.363107
0.10000000000002274,0.261524,0.243278,-0.242624
0.10000000000002274,0.186265,0.31728,-0.223935
0.10000000000002274,-0.085963,0.262321,-0.0191367
0.10000000000002274,-0.153053,0.160531,0.218936
0.10000000000002274,-0.254627,0.0366807,0.252889
0.10000000000002274,-0.391829,-0.171422,0.257301
0.10000000000002274,-0.230703,-0.377356,0.181597
0.10000000000002274,-0.183783,-0.439373,-0.0311935
0.10000000000002274,-0.202652,-0.419844,-0.157049
0.10000000000002274,-0.168288,-0.350392,-0.273544
0.10000000000002274,-0.261905,-0.182821,-0.384903
0.10000000000002274,-0.182556,0.0426352,-0.316612
0.10000000000002274,-0.221846,0.217739,-0.219815
0.10000000000002274,-0.339708,0.295287,-0.101095
0.10000000000002274,-0.195508,0.330973,0.19745
0.10000000000002274,-0.0226855,0.290436,0.349799
0.10000000000002274,0.0573456,0.129335,0.26458
0.10000000000002274,0.0818503,-0.0889456,0.295364
0.10000000000002274,0.096153,-0.221828,0.216666
0.10000000000002274,0.0850821,-0.333124,-0.0920546
0.10000000000002274,0.20618,-0.409391,-0.237164
0.10000000000002274,0.102398,-0.356487,-0.262747
0.10000000000002274,-0.213218,-0.141726,-0.333313
