time_sec,channel_1,channel_2,channel_3
0.0,-0.0630605,-0.485326,-0.204275
0.0,-0.452002,-0.345975,-0.145746
0.0,-0.645639,-0.0597537,-0.0736701
0.0,-0.337311,0.0970542,0.0178027
0.0,-0.283158,0.155276,0.130652
0.0,-0.208457,0.21897,0.108482
0.0,0.0966883,0.167273,0.0705051
0.0,0.0993407,-0.00925183,0.0916195
0.0,0.189397,-0.180002,-0.0493538
0.0,0.312141,-0.243189,-0.19063
0.0,-0.00329375,-0.395093,-0.205548
0.0,-0.313256,-0.454502,-0.254763
0.0,-0.237283,-0.306766,-0.26389
0.0,-0.297258,-0.123318,-0.108782
0.0,-0.500263,0.0155854,-0.0184488
0.0,-0.265692,0.274991,0.0619876
0.0,0.129347,0.482208,0.261711
0.0,0.330179,0.51284,0.317066
0.0,0.623311,0.508114,0.24702
0.0,0.604227,0.498232,0.236838
0.0,0.33794,0.312818,0.154815
0.0,0.266879,0.0414443,-0.00824809
0.0,0.0294137,-0.143859,-0.0780964
0.0,-0.327011,-0.290914,-0.146319
0.0,-0.571771,-0.513092,-0.167499
0.0,-0.48642,-0.534707,-0.0607765
0.09999999999990905,-0.172665,-0.367726,0.0160575
0.09999999999990905,-0.131963,-0.208546,0.0927365
0.09999999999990905,-0.0338328,-0.120299,0.170341
0.09999999999990905,0.18162,0.145354,0.118598
0.09999999999990905,0.251138,0.401875,0.0483346
0.09999999999990905,0.223476,0.429728,0.0850332
0.09999999999990905,0.106789,0.31708,0.0179756
0.09999999999990905,0.00139952,0.301048,-0.126407
0.09999999999990905,0.0719106,0.188669,-0.109997
0.09999999999990905,0.0457656,-0.0305963,-0.0501382
0.09999999999990905,-0.157535,-0.153712,-0.000361204
0.09999999999990905,-0.172445,-0.174829,0.114511
0.09999999999990905,-0.211271,-0.184561,0.199587
0.09999999999990905,-0.231915,-0.134653,0.221484
0.09999999999990905,-0.119818,-0.0281346,0.158421
0.09999999999990905,-0.122253,0.0547409,0.0191379
0.09999999999990905,-0.119591,0.0954461,-0.111362
0.09999999999990905,0.116904,0.170014,-0.203124
0.09999999999990905,0.415722,0.188802,-0.338012
0.09999999999990905,0.49566,0.1299,-0.371169
0.09999999999990905,0.553094,0.0659108,-0.262709
0.09999999999990905,0.398222,0.0365973,-0.157888
0.09999999999990905,0.0951731,-0.0464427,0.000522137
0.09999999999990905,0.0610089,-0.0988805,0.224675
0.09999999999990905,0.0627732,-0.0991881,0.360857
0.09999999999990905,-0.350267,-0.162742,0.37021
0.09999999999990905,-0.354551,-0.228705,0.366094
0.09999999999990905,0.00153542,-0.161613,0.310559
0.09999999999990905,0.0764024,-0.0610709,0.113435
0.09999999999990905,0.140704,-0.100526,-0.0692296
0.09999999999990905,0.326232,-0.0999272,-0.170381
0.09999999999990905,0.382112,0.0223482,-0.215738
0.09999999999990905,0.358467,0.0861537,-0.229342
0.09999999999990905,0.38587,0.0433564,-0.190057
0.09999999999990905,0.214702,-0.000534058,-0.152057
0.09999999999990905,0.0440443,0.0236809,-0.102662
0.09999999999990905,-0.0678015,0.0520277,-0.00989795
0.09999999999990905,0.03649,0.0099194,0.0177884
0.09999999999990905,0.140011,-0.0337315,-0.0279713
0.09999999999990905,0.169156,0.0157845,-0.0588715
0.09999999999990905,0.179695,0.0123012,-0.0555134
0.09999999999990905,0.148118,-0.0853169,-0.072335
0.09999999999990905,0.057528,-0.151892,-0.102774
0.09999999999990905,-0.0177264,-0.149825,-0.120747
0.09999999999990905,-0.0718307,-0.172199,-0.0459409
0.09999999999990905,-0.188844,-0.22024,0.0843406
0.09999999999990905,-0.255949,-0.20184,0.0765455
0.09999999999990905,-0.218439,-0.155621,0.0234926
0.09999999999990905,-0.165381,-0.0391519,0.0524437
0.09999999999990905,-0.179675,0.0917518,0.0119138
0.09999999999990905,-0.311444,0.200924,-0.0913072
0.09999999999990905,-0.210962,0.246208,-0.0385261
0.09999999999990905,0.0303257,0.318398,-0.0305927
0.09999999999990905,-0.0661504,0.341191,-0.13626
0.09999999999990905,0.183148,0.255663,-0.0737762
0.09999999999990905,0.455486,0.12459,0.000936985
0.09999999999990905,0.305947,0.0597763,-0.0175071
0.09999999999990905,0.368634,-0.0238061,-0.00581622
0.09999999999990905,0.25219,-0.135612,0.0136673
0.09999999999990905,-0.0473428,-0.140301,-0.0430286
0.09999999999990905,0.0741661,-0.11251,-0.09251
0.09999999999990905,-0.132126,-0.155609,-0.15399
0.09999999999990905,-0.541036,-0.115575,-0.193638
0.09999999999990905,-0.460365,0.0344074,-0.0825119
0.09999999999990905,-0.191356,0.178493,-0.00709176
0.09999999999990905,-0.232611,0.163262,0.0327134
0.09999999999990905,-0.218145,0.161146,0.170519
0.09999999999990905,-0.0603449,0.177407,0.255591
0.09999999999990905,-0.175226,0.145689,0.290818
0.09999999999990905,-0.12082,0.0335312,0.392636
0.09999999999990905,-0.0322378,-0.0560427,0.33478
0.09999999999990905,-0.310417,-0.0896347,0.116229
0.09999999999990905,-0.293692,-0.153782,0.042609
0.09999999999990905,-0.146945,-0.219656,-0.0639498
0.09999999999990905,-0.415368,-0.115733,-0.256281
0.09999999999990905,-0.242549,0.0702727,-0.252951
0.09999999999990905,0.118468,0.195825,-0.162168
0.09999999999990905,0.135863,0.257641,-0.104558
0.09999999999990905,0.450819,0.392959,0.0511777
0.09999999999990905,0.588804,0.445118,0.188938
0.09999999999990905,0.353863,0.398219,0.232633
0.09999999999990905,0.368508,0.267886,0.300405
0.09999999999990905,0.18343,0.162716,0.290947
0.09999999999990905,-0.131755,-0.0167191,0.152124
0.09999999999990905,-0.313931,-0.176934,0.0116551
0.09999999999990905,-0.59942,-0.197935,-0.14578
0.09999999999990905,-0.637008,-0.149302,-0.229573
0.09999999999990905,-0.564545,-0.130887,-0.185171
0.09999999999990905,-0.412523,-0.0556219,-0.152094
0.09999999999990905,0.142118,0.0931704,-0.0743735
0.09999999999990905,0.492023,0.178539,0.125135
0.09999999999990905,0.50945,0.158627,0.225664
0.09999999999990905,0.54608,0.113239,0.226595
0.09999999999990905,0.345141,-0.0101256,0.298736
0.09999999999990905,0.0179446,-0.117476,0.284712
0.09999999999990905,-0.103528,-0.176814,0.153533
0.09999999999990905,-0.549344,-0.23291,0.0700283
0.09999999999990905,-0.862325,-0.277145,-0.0127971
0.09999999999990905,-0.773035,-0.187252,-0.199504
0.09999999999990905,-0.580742,-0.0457108,-0.324794
0.09999999999990905,-0.379847,0.0839436,-0.238436
0.09999999999990905,-0.104303,0.18173,-0.124947
0.09999999999990905,0.210743,0.265908,-0.0969172
0.09999999999990905,0.386225,0.33499,-0.0689209
0.09999999999990905,0.374116,0.287708,0.0596213
0.09999999999990905,0.16354,0.103667,0.171348
0.09999999999990905,0.104393,-0.0885534,0.193551
0.09999999999990905,0.096823,-0.21222,0.177572
0.09999999999990905,-0.0834942,-0.358526,0.136564
0.09999999999990905,-0.0242054,-0.447198,0.0931203
0.09999999999990905,0.00891328,-0.345737,0.00643611
0.09999999999990905,-0.184079,-0.238427,-0.102499
0.09999999999990905,-0.192101,-0.129852,-0.203798
0.09999999999990905,-0.30485,0.0577164,-0.252534
0.09999999999990905,-0.382571,0.317045,-0.260342
0.09999999999990905,-0.286841,0.41235,-0.190049
0.09999999999990905,-0.0339019,0.383482,-0.0934148
0.09999999999990905,0.0451672,0.380468,-0.0991833
0.09999999999990905,-0.110106,0.298673,-0.0459826
0.09999999999990905,0.0297093,0.0635374,0.0340784
0.09999999999990905,0.250331,-0.154047,0.0515509
0.09999999999990905,0.0814664,-0.182853,0.0961637
0.09999999999990905,-0.0354683,-0.17121,0.0753486
0.09999999999990905,0.0331652,-0.170836,-0.0674391
0.09999999999990905,-0.112586,-0.0642753,-0.023092
0.09999999999990905,-0.312395,0.146881,0.110173
0.09999999999990905,-0.391021,0.342128,0.0581717
0.09999999999990905,-0.274848,0.53321,0.0940049
0.09999999999990905,-0.203704,0.667394,0.22296
0.09999999999990905,0.0592303,0.572327,0.209289
0.09999999999990905,0.22471,0.348526,0.208409
0.09999999999990905,0.165581,0.133605,0.243353
0.09999999999990905,0.41047,-0.133106,0.184106
0.09999999999990905,0.350571,-0.442268,0.199341
0.09999999999990905,0.238611,-0.589906,0.221243
0.09999999999990905,0.221348,-0.524321,0.079155
0.09999999999990905,-0.0716591,-0.426602,0.0920522
0.09999999999990905,-0.0956202,-0.242275,0.127182
0.09999999999990905,-0.11677,0.0981951,-0.00574946
0.09999999999990905,-0.326784,0.416172,0.016408
0.09999999999990905,0.0272715,0.608962,0.0779688
0.09999999999990905,0.253953,0.744154,-0.0528133
0.09999999999990905,0.234727,0.708097,-0.101497
0.09999999999990905,0.687991,0.40668,-0.0403714
0.09999999999990905,0.841402,0.0835323,-0.090785
0.09999999999990905,0.557919,-0.108703,-0.0594687
0.09999999999990905,0.427588,-0.334229,-0.0112271
0.09999999999990905,0.184175,-0.553585,-0.123831
0.09999999999990905,-0.228623,-0.54745,-0.104825
0.09999999999990905,-0.521364,-0.350714,-0.0341475
0.09999999999990905,-0.700567,-0.188528,-0.0806344
0.09999999999990905,-0.634857,-0.0397778,-0.0283241
0.09999999999990905,-0.232728,0.197878,0.0451231
0.09999999999990905,0.113077,0.396012,0.00774741
0.09999999999990905,0.354837,0.402186,0.062238
0.09999999999990905,0.485644,0.334555,0.0522923
0.09999999999990905,0.344019,0.216155,-0.119305
0.09999999999990905,0.0739098,-0.108322,-0.109365
0.09999999999990905,-0.0868595,-0.372488,-0.0962973
